yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CF7ER	Entry
199746	Q8WU68
816189	Q9ZVX5
5454	P20265
2719	B4DTD8
2719	I6QTG3
2719	P51654
2719	Q53H15
830417	Q5XV52
107995	Q9JJ66
2543409	O14176
2543408	P31411
2543407	O75004
2543406	Q9UT16
191174	Q23333
2543402	Q9UUG8
2543401	Q9HDX2
191170	Q23319
29456	P15205
38909	O61613
446915	Q670P5
34311	Q9VL72
816181	Q9SLD9
38905	Q9VSE2
138724	Q5VYM1
850388	P25345
850389	P32903
31934	Q8IRL9
31934	Q9W2Z4
115708	A0A024R6Q2
115708	Q96FX7
850381	P23060
850382	P25362
850383	P23059
850384	Q9URQ5
850385	P25619
2540835	O60147
850387	P25351
9708	Q9Y5G5
9709	A4UAE9
9709	Q15011
9709	Q53FP9
187441	P90934
9700	Q14674
9701	O75170
9702	Q86XR8
98685	A0A0R4J0U8
98685	A2RSY6
9704	Q14147
187449	O44180
187449	U4PBF5
9706	Q8IYT8
810328	Q8IJM4
810329	Q8IJM3
37358	Q9W2R1
37357	Q9W2R2
37356	Q9W2R3
37355	Q9W2R4
224143	Q8BLG5
224143	Q8BV60
224143	Q8BYB9
810327	Q8IJM5
24116	Q8BG30
2542883	Q9UTK5
346007	Q5T1H1
35509	E1JGX9
35509	E1JGY0
35509	P29673
2541904	Q9UUI9
35671	O97477
2541905	Q92346
67092	Q9D964
67097	P63325
67097	Q5M9K7
35504	A1Z6H0
108686	Q5SNZ0
818934	Q8VZR6
33022	Q9VR79
108689	Q3UXU8
108689	Q8K2X3
71970	B2RPU8
71970	Q8CEW7
2541901	Q09695
68316	Q9DCZ4
2745736	Q8GYT3
238276	D3YVF0
238276	H3BIV5
35500	A1Z6G6
2541903	Q9UUI7
31880	M9MS35
31880	Q9W352
380414	Q7ZXB1
567674	B0S8I4
567674	B2BJC0
567674	B2BJC1
4250	Q13296
4250	Q6NX70
380418	A0A1L8F8L5
380418	Q91575
447139	Q66KV2
811748	Q8ILS7
4255	B4DEE8
4255	P16455
814510	O97319
2541909	Q9UTD8
851479	Q07471
851478	P05318
840152	Q9C7Y2
840153	A0A178WEV6
840153	Q3ED38
112483	I3L0W4
112483	Q502X4
112483	Q96F10
851471	Q07508
851470	Q05166
851473	Q3E7B7
851472	Q07505
851475	Q07478
851474	Q07500
851477	Q12690
851476	P0CX51
851476	P0CX52
3018	P33778
53947	A0A0S2Z5J1
53947	Q9NPC4
3012	P04908
3012	Q08AJ9
3013	B2R5B6
3013	P20671
3010	P22492
3017	A0A024QZZ7
3017	P58876
3017	P62807
3014	P16104
3015	P0C0S5
818931	A0A178VP84
818931	O22845
821348	Q9LV19
30364	B3DIG4
4189	Q6FIF1
4189	Q9UBS3
4188	A0A024RCY2
4188	B1AKB6
4188	Q99750
114882	A0A024RBB8
114882	Q5HYM3
114882	Q9BZF1
114883	B3KW33
114883	Q96SU4
114884	Q9BXB5
114884	Q9NX98
114885	A0A140VJQ6
114885	Q9BXB4
31018	Q8SXG9
31016	O77430
31017	E1JJC3
31017	O97394
31017	X2JDB3
31017	X2JDR3
31017	X2JHT7
31014	B7Z114
31014	Q9W5E1
31014	X2JA05
31015	M9NE25
31015	Q9W5E0
31012	M9W963
31012	P22293
31012	X2JDA8
4184	P49901
4184	Q5T7P5
31011	Q8IRY7
31011	X2JHT0
56978	A0A024RDC4
56978	Q05CA1
56978	Q9NQV8
31780	B5RIV5
31780	O44424
147700	A0A024R0V3
147700	Q6P597
2745744	A0A178WJT8
2745744	Q6DSU2
34196	A0A1B2AJR5
34196	Q9VLJ0
34197	Q9VLI9
34191	Q9U5W2
34191	Q9VLJ4
34192	M9MRI2
34192	M9PB77
34192	M9PCL7
34192	M9PFA5
34192	Q0E8S4
34192	Q24322
3361511	O13928
106504	Q91VJ4
127435	Q7Z5L7
186478	G5EEW2
186478	Q20956
819800	Q9M8J2
819800	W8Q6U8
33712	Q9VMX3
115286	Q70HW3
66056	Q9D0B1
2538832	O74555
2538833	Q9UU76
2538834	O94401
66053	Q9D787
188722	Q22660
2538837	Q9USJ3
2538838	P30666
2538839	O74992
180133	G5EF11
188728	Q22664
338367	Q3UG58
338367	Q5SYD0
338366	Q8BI84
23239	O60346
812219	Q8IKG8
306570	D3Z9Z0
2539408	O74896
819801	A0A178VD51
819801	Q7XJ53
72692	Q921F4
23231	A0A024R9V3
23231	Q68CR1
23230	Q96RL7
181848	A0A164D3C9
181848	H1ZUV4
181848	O44656
11804	Q06335
11804	Q60709
11804	Q61482
11804	Q64348
23235	A0A024R3G7
23235	Q9H0K1
23234	A0A024QZN2
23234	Q8WXX5
23237	Q7LC44
23236	Q9NQ66
855383	P53824
855382	P53823
30941	E9PUE2
30941	Q9QZL6
855380	P53822
855387	P33760
855386	P32561
30945	A0A2I3BRK4
30945	P50636
855384	P42883
855389	P42835
855388	P42834
343521	Q5JR98
51734	Q9NZV6
177458	Q9GZH2
35679	A0A0B4LEV2
35679	Q26454
3772221	Q7KSQ0
57795	Q9C0B6
100128327	Q5T215
177454	Q9GZH6
177455	Q9GZH5
3904	Q6ISS4
56709	Q9QYI4
3906	A0A080YV01
3906	P00709
100327240	A0A1L8H0X8
100327240	D2JYR7
3903	A8MZ84
3903	D3YTC8
3903	Q6GTX8
84316	I3L3Z2
84316	I3L4V0
84316	Q9BRA0
3908	P24043
3908	Q59H37
3909	A0A0A0MSA0
3909	A0A0A0MTS5
3909	A0A0A6YYF2
3909	Q16787
6745	C9JBX5
6745	P43307
6744	E7EUL7
6744	E9PHV5
6744	P28290
6747	C9J365
6747	Q9UNL2
6746	B4DUJ9
6746	P43308
6741	P05455
6742	A4D1U3
6742	B7Z268
6742	Q04837
6749	A0A024R4Z6
6749	Q08945
6748	P51571
50320	A0A0B4KED6
50320	A0A0C4DHB6
50320	A1Z6H9
35246	P14199
35245	Q9VIU2
35241	Q9VIU5
60558	A0A024R9T3
60558	Q8N442
839211	Q94KB1
100226	Q9ER00
50149	A1Z6R7
56703	A2AG36
56703	Q562G0
839215	Q944L5
35248	M9PD73
35248	M9PDF6
35248	M9PDR0
35248	Q9VIT9
55515	Q96FT7
32737	Q9VX39
181264	G5EC85
181265	P55326
32733	M9PHF7
32733	Q9VX43
181260	Q9XVX1
32731	A8JV41
32731	M9PHF4
32731	Q86LG3
32731	Q9VX46
837138	Q9LNC0
181268	Q19403
32739	Q9VX37
32739	X2JKX2
189457	Q9XXI0
100337564	Q91902
2540427	Q9P7Z4
100125982	G1U3Q0
189459	Q9N483
817426	A0A178VW86
817426	A0A1P8B345
817426	Q9ZV36
100653515	Q96MC4
823655	A0A178V6L7
823655	A0A1I9LLZ2
823655	F4J5I0
23271	B3KTI4
23271	Q08AD1
43823	L0MNA8
43823	P40945
43820	Q9V4A1
43826	O61643
43827	L0MPS3
43827	Q9V496
240174	A8C756
43828	A4V133
43828	A4V134
43828	D1YSG7
43828	D1YSG8
43828	L0MLP2
43828	L0MLR4
43828	L0MNA2
43828	Q00168
43829	L0MQ04
43829	Q05825
43829	X2JH42
285533	Q8N4F7
180681	Q18043
85397	P57771
85395	Q9NSI2
2539047	P87061
2539044	P40389
2539045	O74842
2539042	O74833
2539043	O42826
653121	D3DPQ1
653121	Q96BR9
2539041	O74856
2539048	P36591
852818	P11154
852819	P53168
852813	P53164
852810	P27999
852811	P53163
852816	P53166
852817	P53167
852814	P53165
852815	P43636
140564	B2CML4
140564	Q6ICH2
856128	P32601
856129	Q12495
186827	Q21068
856123	Q12145
856121	Q12251
856126	Q12522
5205	O43520
856125	Q12531
854414	Q08641
854415	Q08645
854416	Q08646
854417	Q08647
854411	P07807
854412	P35843
5062	A8K5M4
5062	Q13177
836665	A0A178UQA6
836665	A0A1P8BCU7
836665	Q0V802
820704	A0A178VIE2
820704	Q9LH80
854418	Q08649
854419	Q08650
948653	P23890
2542416	Q9HE01
38552	Q9VZB5
38553	Q9VZB4
38554	Q9VZB3
2542412	O14308
38556	Q9VZB1
38557	Q9VZB0
38558	B7TB45
38558	Q9VZA9
38559	Q9VZA8
246588	Q8T8Y8
362687	D4A720
2542419	O13783
2542418	Q9UTG8
70160	Q3TSR1
70160	Q91XD6
339965	Q5M9N0
339967	A0A0A0MR82
339967	A8KA85
339967	Q6ZMR5
839960	Q9SY20
839963	F4I6G4
839965	A0A178WAY2
839965	Q8LGI3
839967	Q9SY29
36299	Q7KMH5
36298	Q7KJ69
79943	Q9H7X3
836296	A0A1P8BFX6
836296	A0A1P8BFX9
836296	Q9FLT4
36290	A0A0B4KFQ3
36290	Q6NR36
2768718	A0A0B4LEU0
2768718	B5A5T4
36292	Q0E9B7
36295	Q95NU8
36294	Q7JWU2
36297	A1Z8T3
5393	B4DXG8
5393	Q06265
5396	P54821
5395	B4DGM0
5395	C9J167
5395	P54278
5395	Q7Z3Q2
5394	Q01780
1466507	Q8TGS5
1466505	Q8TGS6
1466504	Q3E7B5
1466503	Q3E7A9
1466502	Q8TGS7
1466501	Q3E766
172243	G5EFQ5
172247	G8XYY4
172247	O01839
172244	O01835
727957	B4DIR5
727957	Q8NDA8
172249	G5EDT1
36127	P25228
2538797	O59816
36124	A1Z8B1
36123	Q7K4B3
36122	Q95RG8
36121	A1Z8A7
36121	A8DY95
36121	Q8T008
2538792	Q9UU77
360823	Q5U313
839106	A0A178W7L0
839106	Q1ECK0
360820	Q1EG89
360820	Q66H76
689	P20290
36129	A1Z8B5
36129	Q8T972
820255	O24496
820255	Q0WQY6
128178	Q8WWZ3
363150	B2RYG8
75901	Q91YD3
84511	Q9EPZ7
826625	A0A178V3Q6
826625	Q9SV88
84516	Q9BTE1
84515	B4DN82
84515	Q9UJA3
84514	A0A024R1Y7
84514	Q8N2G8
84519	A0A140VJD6
84519	Q8NEB7
379061	Q5XH26
379061	Q8QG95
379064	Q8AVX2
41532	Q7KSM5
41533	Q9VG69
41531	P40301
41537	Q9VG65
39603	Q9VUG9
39602	Q7KUL3
39600	Q9VUG5
13026	P49586
836433	A0A178ULW6
836433	Q9FML0
298410	A0A0G2JSJ2
298410	Q4KM73
39604	Q9VUH0
3885589	A1Z8X1
76787	P60469
76787	Q9CWF5
172863	G5EDX7
33228	Q9VPQ8
76789	Q8BUR9
76788	Q6PAR0
228607	Q3U5B1
228607	Q8VCF0
831809	A0A178UQT1
831809	B3H609
831809	F4KGM7
831809	Q9LZD3
831805	F4KAZ8
831805	Q9LZL7
831800	Q6NLB0
174161	Q22100
4330486	Q5SMT0
174165	A0A1D3PCL0
174165	A0A1D3PD01
174165	Q19300
820870	Q41951
7159	Q13625
7158	A6NNK5
7158	Q12888
7157	A0A087WT22
7157	A0A087WXZ1
7157	A0A087X1Q1
7157	H2EHT1
7157	K7PPA8
7157	P04637
7157	Q53GA5
7156	B4DSJ0
7156	Q13472
7155	Q02880
7155	Q59H80
7153	P11388
820878	A0A178V9K0
820878	O04326
7150	P11387
7150	Q9BVT2
18750	P20444
18750	Q4VA93
18751	P68404
33575	Q9VQS1
33575	R9PY49
33574	Q9VQS0
33573	Q9VQR9
33572	Q8IQ10
33571	A0A1W5PW00
33571	P49021
33570	Q9VQR5
18759	Q5DTK3
18759	Q62074
399213	Q7T0B5
71780	Q9JHU9
33578	Q9VQS4
394429	P45441
30000	A0A024R7F7
30000	O14787
30000	Q05D48
30000	Q4LE60
30001	Q96HE7
283358	Q6L9W6
283358	Q8N9V0
8065	Q93034
30008	A0A024R5G1
30008	O95967
30008	Q9H3D5
8061	A0A0S2Z595
8061	E9PKL5
8061	E9PPX2
8061	P15407
7485	O00258
7484	E7EPC3
7484	O14905
40666	Q7KTS3
40666	Q9VNC9
40661	A0A0B4KF34
40661	A0A126GUQ9
40661	Q8T3H9
40661	Q9VNC4
40660	Q24171
40663	Q9VNC6
40663	Q9VNC7
7482	Q5TEH8
7482	Q93097
40669	Q9VND2
25943	Q0IIP3
25943	Q5TEA3
687	A0A024R260
687	Q13886
819111	Q8GWW6
817278	F4IFS7
817278	Q9XIP2
29619	P27049
14960	P14434
836081	A0A178V8C6
836081	Q9SN96
44965	A0A0B4KHF0
44965	Q9VA83
313024	Q5FWU0
70369	Q8CI32
813932	Q8IEM4
319046	M9PEE8
319046	Q8IQ13
319048	Q95TP0
242466	B1AWL2
242466	Q69ZA0
242466	Q8CD61
219654	A0A024QZP0
219654	Q8N2G6
829397	F4JV27
829397	F4JV28
829395	A0A178US65
829395	Q8VY23
829394	A0A178V4G2
829394	A0A1P8B8W7
829394	F4JUD9
829394	F4JUE0
829394	F4JV23
829394	Q94AK9
829392	A0A178V5K2
829392	A0A1P8B440
829392	Q84MB2
829390	F4JUD2
829390	Q9FUY2
788	O43772
379935	Q8AVD2
74360	B8JJE7
74360	Q8CEE0
3836	B3KXZ2
3836	P52294
829399	Q9M081
2539828	O74308
2539829	Q9UUE5
811262	Q8I5J5
3837	B7Z752
3837	Q14974
2655452	Q8IBD1
828280	Q940N9
811266	Q8I0V4
36081	A0A0B4LF18
36081	A0A0B4LF27
36081	A0A0B4LF44
36081	A0A0B4LG17
36081	A1Z864
36081	B7YZD7
2539820	O74738
2539821	Q9P780
2539822	O60116
2539823	O42923
2539824	Q9P779
2655458	Q8IBB6
2539827	Q9USY4
821582	A0A178V9Q2
821582	A0A1I9LRA3
821582	Q9LTQ5
836088	Q9FN94
23471	G3XAN4
23471	Q15629
23471	Q6FHL3
25247	P02683
68312	D3YVP5
68312	Q80W21
38231	M9PBI5
38231	M9PDQ0
38231	M9PGV6
38231	P13395
38230	Q9W086
38233	Q9W083
38232	C4IY07
38232	Q24276
219938	A0A140VKB6
219938	Q7Z5L4
842807	Q9XIP7
38238	Q8SXW3
38238	Q9W080
821185	A0A178V6M4
821185	Q9M892
18572	Q6NS46
842248	A0A178WBY0
842248	Q39022
81558	Q9C073
81559	Q96F44
43362	A0A0B4KH70
43362	A0A0B4KHB5
43362	A0A0B4LIU0
43362	E1JIZ9
43362	Q9VAX3
192119	F8VQ54
43367	Q24404
174838	A0A168H287
174838	A0A168H2F9
174838	G5EFZ3
174838	Q9XXH4
43369	Q9VAW7
81551	E7EVN3
81551	Q9H169
282004	F1MY76
282004	P00516
174834	Q23146
174833	Q23144
192111	Q96HS1
81556	B4DWZ3
81556	Q96SY0
81557	A0A024R2A8
81557	Q96JG8
392862	A4D2P6
392862	C9JNS8
5837	P11217
5834	P11216
5832	P54886
5833	B3KSC8
5833	B7Z4W6
5833	I3L1R7
5833	Q99447
5830	A0A0S2Z480
5830	A0A0S2Z4F3
5830	A0A0S2Z4H1
5830	B4DR50
5830	B4E0T2
5830	P50542
5831	A0A024R8U9
5831	E2QRB3
5831	J3QL32
5831	P32322
5831	Q8TBX0
11255	Q9Y5N1
11252	Q6FIA3
11252	Q9UNF0
11253	Q9UKM7
11251	Q9Y5Y4
838603	A0A178WKZ9
838603	A0A1P8AT68
838603	A0A1P8AT82
838603	Q9ZVT0
842242	A0A1P8APP8
842242	A0A1P8APQ0
842242	F4ICZ7
842242	F4ICZ9
842242	Q9SLU1
19009	Q07916
19009	Q5U4D4
838600	Q9ASS2
835274	B2BJ26
835274	Q9FJ93
65037	P57097
838604	A0A178W187
838604	Q9LNT9
835279	A0A1P8BAJ3
835279	P92966
838609	Q9LNU4
2541802	Q9P7G3
297694	Q5U2V4
64780	Q8TDZ2
64781	A0A024R4U8
64781	Q8TCT0
116369	A0A024RCV0
116369	Q96RN1
64783	Q96T37
64784	Q6UUV7
64784	Q8TEF4
64785	A0A0S2Z5L0
64785	A0A0S2Z5L4
64785	A0A0S2Z5P2
64785	Q9BRX5
64786	A8K8E1
64786	Q8TC07
64787	Q9H6S3
2538808	Q96WV0
64789	Q9H790
832724	Q7XJK6
832722	A0A178UFQ2
832722	Q66GM8
832723	A0A178US07
832723	A0A1P8BGT1
832723	Q8LPH6
842247	A0A1P8ANZ5
842247	A0A1P8AP03
842247	A0A1P8AP06
842247	Q94HV7
828444	A0A178V0Y7
828444	F4JNK0
828444	Q93ZF6
11785	A0A087WPI2
11785	A0A087WPS7
11785	A0A087WR62
11785	A0A0R4J2C1
11785	A0A0R4J2C6
11785	Q9QXJ1
828446	A0A178UWB6
828446	A0A1P8B421
828446	F4JNK5
828446	Q67XV0
828446	Q8W458
11787	E9PWH3
11787	Q3T9N0
11787	Q3TDW6
11787	Q3TIZ5
11787	Q3U674
11787	Q8BSK4
11787	Q9DBR4
828442	A0A178V5I8
828442	A0A1P8B6P7
828442	A2RVM0
11783	G3XA09
11783	O88879
11783	Q5DU30
90843	Q8IYN2
11789	B2RUG9
11789	Q8BNP7
31543	Q9W437
831274	A0A178UI53
831274	Q9LYA5
830382	A0A178UIF8
830382	B5RID3
830382	Q38906
830383	B9DGK9
830383	Q93Y22
830381	Q9FF75
831276	A0A1P8BDE0
831276	Q8VZB5
831271	A0A178US29
831271	A0A1P8BA66
831271	A0A1P8BA72
831271	C0LGT2
821189	Q9M8T3
14969	O78196
150483	Q8WW24
43585	A0A1Z1CH18
43585	Q9VAA0
43584	Q9VAA1
43587	P18432
824149	A0A178VDY8
824149	A0A1I9LR83
824149	Q8VY57
43580	A0A0B4KHI3
43580	A0A0B4LIX2
43580	B7Z0S3
43580	Q24167
821399	A0A1I9LRT3
821399	Q9LSA9
43582	P29613
821397	F4J8T8
821397	Q9LSB1
821397	W8Q6S4
821396	Q9LSB2
824147	A0A178VB21
824147	Q9M2X3
824146	A0A1I9LLM0
824146	Q0WVK0
43589	Q9VA96
43588	Q9VA97
824143	Q058P4
148479	A0A158RFV6
148479	Q86YI8
834383	Q9FIX7
191777	Q09208
191771	A0A061AD57
191771	Q22236
842372	O22715
17218	Q52KC3
17218	Q8BQ03
210510	B7ZNI0
210510	E9PZ50
210510	F2Z429
210510	P61407
835498	A0A1P8BD09
835498	Q1ECE0
842374	A0A178W553
842374	A0A1P8ATQ8
842374	Q93ZS4
842375	O22718
831385	A0A1P8B9Y0
831385	Q94A21
326160	M9MRL5
326160	Q8INY3
831387	A0A178UNK6
831387	Q39131
52377	Q8BH97
831381	Q9LXF3
855504	P40152
166863	Q8TBY0
12785	P53996
12785	Q3U5V2
12785	Q3U935
12785	Q3ULK8
12785	Q5QJQ9
39542	P29843
39542	Q8I0E9
352999	Q6P5S2
326164	Q9VJN4
821644	Q9LIG9
821647	F4IWC5
821647	Q9LIG6
9148	B4DS86
9148	O76050
9149	A0A024R0I0
9149	A0A024R0J6
9149	A0A024R0M8
9149	Q9Y463
7979	B7ZVW6
7979	P60896
7979	Q6IBB7
7979	Q6ZVN7
7978	B4DPR9
7978	Q99551
7975	A0A024R804
7975	O60675
9143	O43761
9140	O94817
9141	O14737
9146	A0A0S2Z4R4
9146	O14964
9147	O60524
16949	A0A0R4J0Q4
16949	P97873
16948	P28301
16948	Q3TP83
16948	Q3TXH3
4332	P41218
4332	Q5VUU6
35337	Q9VIK0
42188	Q9VEA7
176159	P34283
42186	C6TP70
42186	P92177
42187	Q9VEA9
42184	Q9VEB2
42185	Q9VEB1
42182	Q9VEB4
176153	P34369
176150	P34379
855800	P53749
35334	Q9VIK2
20850	B2C3G8
20850	P42230
20850	Q3UZ79
20850	Q9JIA0
20851	P42232
20852	P52633
855801	P53750
831037	A0A1R7T386
831037	Q9LYG5
855802	P53751
35332	E1JHM7
35332	P49869
841779	A0A178WLP5
841779	C0LGG9
70625	Q7TN02
35331	Q9VIK5
90231	Q8IYS2
850836	Q12168
841771	P0C8S1
3635240	Q5ANC8
855805	P53754
827498	A0A178UUB8
827498	O23617
827498	W8PUL2
21454	P11983
21453	H3BL37
21453	O08784
21453	Q6PFZ6
827492	Q8L7H4
827493	Q8LA96
855807	P53756
827496	P41151
373	P36406
827494	A8MS65
827494	O04378
372	B0YIW5
372	P48444
149708	Q8TCV5
8899	A0A024QZY5
8899	Q13523
8898	A0A024R3B7
8898	Q13614
8897	A0A024R1I2
8897	Q13615
8896	P41223
8895	A0A024R994
8895	O75131
8894	P20042
8894	Q6IBR8
8893	Q13144
8892	P49770
8892	Q53XC2
8891	Q9HA31
8891	Q9NR50
8890	B4DUP5
8890	E7ERK9
8890	F8W8L6
8890	Q71US4
8890	Q9HBP7
8890	Q9UI10
41983	Q9XZ63
41982	Q8SXU5
41982	Q9VEW5
41981	Q9VEW6
20586	A0A0R4J170
20586	Q3TKT4
20587	Q3UDA4
20587	Q6ZWP4
20587	Q9Z0H3
41985	Q8INB5
41984	Q9VEW3
380401	A0A1L8H0M4
380401	Q7ZWP9
829473	B3H6K6
829473	F4JIW8
829473	Q9SZB3
20588	P97496
20588	Q3UPK0
829471	A0A178UWE7
829471	Q9SZB2
829477	Q9SZB7
829475	A0A178V1U4
829475	F4JIX3
829475	Q8VZI6
851677	Q03860
851676	P34730
851675	Q03856
851674	Q03855
851672	Q03835
851671	Q03834
44554	Q9W4X8
827728	O81865
827729	A0A1P8B3N9
827729	A0A2H1ZEP0
827729	F4JTZ6
820118	A0A178VGA9
820118	A8MRF8
820118	F4JBZ5
820118	Q0WWA1
820118	Q9S850
851678	Q03862
55246	G3V121
55246	Q86WR0
2538803	O74921
19362	A0A0R4J1G4
19362	A0A0R4J1H1
19362	Q8C551
814644	A0A178VYS5
814644	A0A1P8B060
814644	A0A1P8B063
814644	Q1H5F4
814644	Q9ZU51
55240	A0A024RAD7
55240	B8ZZX6
55240	Q658P3
55243	B4DN67
55243	Q96J84
842454	P22738
812981	Q8I3U2
387522	A5PLL7
387522	Q13404
380164	Q7ZY93
179127	Q966G8
179124	O01456
812983	Q8I3U0
179120	O16315
12367	P70677
831519	A0A178UB24
831519	A0A1P8BF22
831519	Q9FMD9
178298	Q9U1X8
208768	Q8K1J5
178296	Q9XUB2
178295	Q9XUB3
178294	A0A061AKS9
178294	Q9XUB6
178293	A0A061AJ35
178293	G5EGA5
1595	A0A0C4DFL7
1595	Q16850
12364	E9Q575
12364	O08736
1591	Q07973
181398	G5EFM9
830810	A8MQ96
830810	Q9FY64
54004	K4PWM5
54004	O70566
54004	Q6W4W7
54006	A0A1B0GRZ5
54006	Q3TYJ5
54006	Q80V49
54006	Q9Z1T5
3565442	Q9U1R7
3565440	Q9N5V3
12362	P29452
256051	Q6P9A3
155945	Q9WB91
20322	Q64442
12361	B9EJ23
12361	O70589
91409	Q96LY2
79778	Q6UWK3
79778	Q8IY33
844330	A0A1P8APC4
844330	F4HQD2
844330	Q8L402
79776	E7EVZ1
79776	Q86UP3
844332	A0A2H1ZEG9
844332	F4HQD4
844332	F4HQD5
844333	Q9S7C0
844334	A0A178W1G8
844334	F4HQE1
844334	Q0WT48
34441	Q9VKU7
34441	T1W1Y2
844336	A0A178W942
844336	Q9S7T5
79770	Q7Z345
79770	Q96J42
835139	P0DI12
835139	P0DI13
282838	Q6IN37
175711	Q23243
175710	Q09590
175713	Q23244
175712	Q9TY08
175714	G5EEA8
175717	P46580
175716	P46561
66691	Q6PAR5
288778	Q6AYD3
288779	A1L1J8
66694	Q9CR68
817457	A0A1P8B0J6
817457	A0A1P8B0N0
817457	O81077
284654	Q2MKA7
178745	O45166
826456	Q8VZG8
840181	A0A178W4V5
840181	A0A1P8AVU3
840181	F4IED2
2654991	C0H4K4
294864	Q68FQ0
2540767	P36580
2540766	P40999
2540764	O60152
2540763	O94655
34075	Q8SZP2
2540761	O94646
2540760	P15258
100157327	F2Z584
366949	D3ZNT6
2540768	O14335
266844	Q93646
417982	Q1T7B9
23741	Q9Y6B2
23743	A0A024RAQ0
23743	Q9H2M3
28295	Q9D172
319520	Q8BFV3
23746	F1T0B5
23746	F1T0B6
23746	F1T0C0
23746	F1T0C4
23746	Q7Z3H1
23746	Q9NZN9
126375	Q3KQV3
126374	A6NIX2
28298	P62912
51788	P0C0S6
51788	Q3UA95
27050	P62908
27050	Q5YLW3
27053	Q61024
27055	Q9Z247
115548	Q0JRZ9
27057	Q5U4H9
27057	Q8BSH1
27057	Q9CXF3
27056	F6Z6C6
27056	P56477
27056	Q3U169
51780	Q7LBC6
27058	P49962
27058	Q3UIK3
27058	Q5EAT0
51786	O35218
51786	Q3UGU6
446331	Q6DFT8
59239	Q9I7J8
84162	Q2LD37
56003	Q9WU34
35001	Q9V3A7
35000	Q9VJI9
35003	Q9VJI7
243846	D3YW42
243846	G3X927
243846	Q8VC31
35005	Q9VJI5
35004	A8DZ09
35004	M9PBC6
35004	M9PG25
35004	Q9VJI6
35004	X2JED0
35007	A0A0S0WIH4
35007	E1JHJ3
35007	E1JHJ4
35007	E1JHJ5
35007	M9NCU7
35007	M9ND95
35007	M9NEP1
35007	M9NF46
35007	P05661
50780	I7HPB2
50780	Q3TAS0
50780	Q542M0
50780	Q9DC04
50780	Z4YJQ4
35009	Q9VJI1
35008	M9PD26
35008	P19967
313264	Q66H79
80772	Q5TA50
80772	S4S694
92170	Q9BT17
50788	Q3TD55
50788	Q8CIG9
78910	Q3UQ60
78910	Q8C565
78910	Q8VHS6
78912	Q8BNQ4
78912	Q8C5J0
78912	Q9D2H6
78913	Q6A009
100526783	A0A0A6YYH1
222553	Q5T1Q4
8303	O75324
189295	A5A8N8
189295	H2L0M8
289211	A3RLA8
289211	Q5BKD6
289211	Q63203
8309	Q99424
56403	A0A0R4J259
56403	G3UZ48
56403	Q3TRV3
56403	Q7TMK9
56406	F6M2J9
56406	Q5XJV5
56404	Q9QXN3
115950	Q96CK0
257629	Q8N8V4
2654992	Q8IBF3
9939	A0A023T787
9939	Q9Y5S9
9938	P42331
9938	V9HWC8
9933	Q15397
9931	A0A024R8K8
9931	B7ZLW2
9931	P42694
9937	Q6PJP8
9936	A0A087WT00
9936	Q8IX05
9935	Q9Y5Q3
9934	A5JUU3
9934	Q15391
117553	Q99MI7
117550	Q2PQA9
117557	A0A140TAF0
117557	Q63610
117556	Q63564
12497	Q3U0P5
117559	Q02563
227937	A2AS47
227937	Q3UIX3
227937	Q68FH0
66052	Q9CZB0
100362678	D4A6E4
12496	O55026
12496	Q921R1
64846	A2VD10
25747	P37230
25742	P04631
25741	P30835
25740	P19627
21848	E9Q1U8
21848	Q3V0H4
21848	Q64127
21849	Q5EBP9
21849	Q62318
24838	A0A0G2JSW6
24838	A0A0G2KAY2
24838	A0A0H2UHY9
24838	P09739
21844	E9Q1R7
21844	G3UWG2
21844	Q3UHH6
21844	Q3UVX2
21844	Q6P1D6
24837	A9YUA5
24837	B1WBR4
24837	P50753
2539002	Q09912
21847	O89091
21847	Q8C900
24832	P01830
21841	G5E8L2
21841	P52912
21841	Q564E7
21841	Q80ZW7
21841	Q8CII5
24831	F1LQ07
24831	Q3HW36
3678	B2R627
3678	P08648
3679	J3KNV4
3679	Q13683
3679	Q4LE35
816799	Q9ZQ46
816798	A0A178VUN4
816798	F4IKE6
816798	F4IKE9
816798	Q38826
3672	P56199
3673	P17301
3670	P61371
3671	A0A146E5L3
3671	O14498
3676	P13612
3674	P08514
3675	A0A140VJM0
3675	P26006
114606	D3Z5E1
114606	Q80XH3
114606	Q9WVB3
820933	A0A1I9LQS9
820933	A0A1I9LQT0
820933	F4J3W4
820933	Q9LRZ4
26098	Q3B7T1
26099	Q7Z422
26097	A0A087X1B7
26097	Q9Y3Y2
26094	B2RDD6
26094	B4DN30
26094	Q8WV16
26095	Q4JDK3
26095	Q4JDL3
26095	Q5H9Q9
26095	Q9Y406
26092	J3KN66
26092	Q5JTV8
26093	B4DXW2
26093	Q9Y3X0
26090	Q8N2K0
114609	A0A024R3M4
114609	P58753
444883	Q4V7H8
2543302	O14218
829639	A0A178UWH6
829639	Q42406
2543304	O14217
2543305	Q9URW6
444884	A0A1L8HFF1
444884	Q3KPK4
2543307	P79009
2543307	S6CCW0
2543308	Q9P7T6
2543308	S6BME0
2543309	P36584
57756	Q9WTX7
57751	E9Q446
57751	Q9CT51
57751	Q9QZR0
57750	Q4V9X1
