yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CF7ER	Entry
835511	Q9SPG6
837116	A0A178WMD0
837116	Q9LNE0
837112	Q9LNE3
837113	F4IBY7
837113	Q96288
837111	A0A178WHF2
837111	Q9LNE4
3077490	F5HH82
3077490	Q6SVZ5
330863	Q505D9
330863	Q8BQ60
79633	B3KU84
79633	Q6V0I7
79633	X2G5I7
79633	X2GA70
18971	P52431
851949	Q05518
851948	P10662
79631	Q7Z2Z2
33925	Q4V3F0
33927	Q8SY02
33928	A8DYW2
33928	M9PB51
33928	M9PC63
33928	M9PCB8
33928	M9PCC2
33928	M9PCQ7
33928	M9PEV6
33928	Q9VMA9
851943	P39004
851942	Q05506
851944	P39003
851947	Q05515
79637	J3KST7
79637	J3KTE5
79637	Q9H6L4
100131755	F8W8Y7
38046	Q9W0S6
79634	Q0VDG4
79634	Q0VDG5
38044	Q9W0S8
38045	Q9W0S7
822424	Q944M5
3418	B4DSZ6
3418	P48735
79635	Q6ZUS5
208677	Q91XE9
833556	Q9FKH1
116151	Q96KR6
823352	Q9M1K9
56370	Q9R1Q8
734511	Q4V819
831689	Q8GY72
30697	F1QNE4
34934	Q9V3M9
822427	A0A1I9LM66
822427	A0A1I9LM67
822427	A0A1I9LM68
822427	A0A2H1ZEJ7
34932	Q7KT68
34930	Q9I7M8
40012	Q9VVP4
40013	M9PFV1
40013	M9PG01
40013	M9PI93
40013	Q9VVP5
40011	Q9VVP3
40016	Q9VVP8
40017	Q9VVP9
40014	A0A1B2AIX9
40014	Q24570
40015	Q24475
100037476	A1YZE0
432008	A0A1L8HEA1
432008	Q6NS11
84946	Q96GA3
814891	Q9ZPR4
84947	Q96JX3
823682	A0A1I9LTM6
823682	Q9M1G3
823681	Q9M1G4
433759	O09106
433759	Q58E49
147015	Q6UX07
4961503	F5HIM6
4961503	Q76TK5
147011	Q8NCQ7
831465	Q9LFR7
306871	F1LMV6
84942	Q5RKY8
84942	Q6P4I2
84942	Q6PJL8
832659	A0A178UM76
832659	Q93ZB2
326208	Q8SY39
855068	Q04660
855062	Q04214
855063	Q04215
326203	Q9VZ97
855061	Q04213
855066	Q02630
855067	Q04659
326206	Q9VZE6
853899	P36123
853898	P36122
811059	Q8I638
853891	P36117
853890	P36116
853893	P36119
853892	P36118
853895	P36121
853894	P36120
853896	P14741
833982	A0A178UFD8
833982	Q9FLE9
40295	Q9VPB7
47091	M9PH10
47091	P46461
8760	O95674
360504	A0A0G2JSV6
360504	P01946
173279	Q9XWG2
153396	B7Z6T3
153396	B7Z6X1
153396	E9PCX5
153396	Q8NDZ6
173271	Q9XTS1
173273	Q9XTS0
173276	Q9XWG3
173277	Q9U1W1
810304	Q8IJP6
39319	Q9VTM4
835803	A0A178UNG2
835803	Q058N0
39315	Q9VTM0
39314	B7Z0G4
39314	Q7KUF9
39314	Q9VTL9
39317	Q9VTM2
39316	M9PF64
39316	Q9VTM1
822086	A0A1I9LL80
822086	F4J7T3
39310	Q9VTL6
39313	O96880
822085	A0A1I9LPB0
822085	A0A1I9LPB1
822085	F4J7T1
822085	F4J7T2
114879	A8KAD5
114879	Q9H0X9
233489	Q3TD51
233489	Q570Z8
233489	Q7M6Y3
823865	A0A1I9LT63
823865	Q9SD61
171692	Q9BL19
24132	Q9Z117
127933	Q8TAS1
173180	G1K105
173180	G1K106
173180	O45398
173187	Q9XXL3
838238	A0A178W458
838238	Q9FX82
838237	F4I4I3
234135	D3Z197
234135	D3Z357
234135	Q6P2L6
835600	A0A1P8BAK9
835600	Q9FLQ2
835601	A0A1P8BE98
835601	A0A1P8BEC1
835601	B9DFN4
835601	Q94BN8
838230	A0A1P8APW3
838230	A0A1P8APZ4
838230	A0A1P8APZ9
838230	Q9SEE9
835603	A0A178UIM1
835603	Q9FLP9
822556	A0A178VK52
822556	Q9LVQ0
822557	A1A6H8
822557	Q9LVP9
831518	A0A178UBS3
831518	Q93WJ9
24399	P10860
177695	G5EDG6
831515	A0A178UIR3
831515	A0A1P8BEE7
831515	Q9FFD0
177698	Q22387
831510	Q9FFD5
39268	M9MRS6
39268	M9PF53
39268	Q9VTH2
39268	X2J8Y9
39268	X2JGK1
831513	Q9FFD2
831513	W8Q2T5
43548	Q9VAD5
100535	Q3UXA2
100535	Q8VI95
839722	A0A178W562
839722	B3H653
839722	Q5M750
55856	Q9NPJ3
184312	K8F812
1466453	Q8TGU1
839726	Q8VZD4
827145	A0A178V054
827145	P47998
825687	A0A1P8B3G3
825687	A0A1P8B3H6
825687	B3LF52
825687	F4JGB3
180401	G5EGF0
180400	O17352
180404	Q10941
180406	Q20940
13074	P27786
13074	Q3UYU1
13074	Q53YJ1
818662	B4G294
818662	F4II22
818662	Q9SHC2
818660	A0A178VVG9
818660	Q8LB54
845	O14958
66373	P62322
811778	Q8ILP7
823864	Q9SD62
100191027	Q4QR58
34007	D2NUH8
34007	P40589
172589	Q21225
43730	Q7KRS9
43730	Q8IMG3
361676	P0C548
43736	A4V3Q6
43736	P05303
43737	Q9V9U7
43734	Q9V9V0
172581	Q18846
4074	F5GX30
4074	P20645
4077	A0A024R1V3
4077	B7Z5R6
4077	Q14596
4076	Q14444
4071	P30408
4070	P09758
172586	Q21222
854810	P40555
854811	P40556
854812	P40557
854813	P22804
854814	P40558
854815	P40559
854816	P40560
854817	P40561
854818	P40562
854819	P40563
406419	Q7T356
375444	Q96MH7
818591	A0A1P8AYR1
818591	Q5D869
818594	A0A178W0Q3
818594	O04209
818596	O04211
818599	A0A178VTY4
818599	F4IGY6
818599	Q9S7W1
177038	Q95XI9
177038	Q95XJ0
172633	O17777
852308	P04385
310218	B0BNN3
832379	A0A1P8BC24
832379	Q9XER9
172636	Q18955
172635	H9G2Z8
172635	H9G2Z9
839188	A0A178W650
839188	Q9FZD2
852302	P38068
852303	P38069
852300	P38215
832376	A0A1P8BG37
832376	O82660
852306	P08431
852307	P04397
852304	P38216
852305	P38217
825025	A0A178VHZ0
825025	Q8W0Z9
185047	Q19862
825026	A0A178V7W0
825026	Q9M2F9
379809	Q8AVW5
245982	Q920J3
819130	O22149
856777	P40034
19981	P61514
19981	Q4VAF2
19988	P47911
19988	Q3UCH0
19989	P14148
19989	Q5M9N8
181758	Q22781
181759	Q22782
100360522	P19944
38863	A8JNM4
38863	A8JNM5
38863	A8JNM6
38863	A8JNM7
38863	M9MRR4
38863	M9MRS5
38863	M9MRX1
38863	M9MRX4
38863	M9MS19
38863	M9MSK6
38863	M9PBV0
38863	M9PEN3
38863	M9PHP8
38863	Q3KN55
38863	Q7KU92
38863	Q7KU95
38863	Q9NCP8
38863	X2JC49
38863	X2JCM1
38863	X2JGD3
38864	G3KKP7
38864	Q9VSA3
38865	Q9VSA4
38865	T2GGE0
17463	A1L3B8
17463	P26516
80254	Q96MT8
80255	A0A024RAD4
80255	B8ZZV6
80255	B8ZZY4
80255	Q8WV83
80256	Q7L5A3
341032	Q8IXP5
362375	Q68FQ9
359710	P59826
359710	Q14DE0
810946	Q8IHX6
856775	P40032
67979	Q9D5T0
42069	Q9VEM8
13139	O88673
42065	Q9VEN2
42064	Q9VEN3
42066	A0A0B4JCY6
42066	A0A0B4KGB3
42066	A0A0B4KGT8
42066	A0A0B4KHN1
42066	A4V310
42066	B7Z0L2
42066	Q7KSF4
42066	Q9VEN1
42060	Q8MT06
42063	Q8SX89
42062	Q7KSF5
42062	Q9VEN5
124565	Q9HBR0
824641	F4JE18
824641	Q9M1S4
824647	Q9SV31
134288	A0A024RAN0
134288	Q8WUU8
45234	E1JHC3
45234	E1JHC4
45234	Q9NFZ3
45234	X2JDM7
824648	F4JE35
20174	Q3TXT7
20174	Q9WTM5
256227	Q6NZ63
45233	Q9VPX6
45233	Q9VPX7
20170	Q8BLY7
828153	P43299
828151	Q39024
734878	Q3KPN4
828155	F4JH69
828155	Q0WQ75
317829	Q8T0R3
44728	E1JIH5
44728	Q8MSX2
2655288	Q8IAV6
50836	Q9NYW2
93349	H7BYP4
93349	Q9H930
93349	U5Y1J8
93349	U5Y3L1
44724	Q9NHD5
380302	A0A1L8G1G1
380302	Q7ZXW9
827486	A0A178UTX0
827486	F4JPX3
6324	A0A1W2PR05
6324	Q07699
6323	A0A286YF26
6323	P35498
6322	A0A024RBY0
6322	A0A024RBZ7
6322	Q9UN30
6320	Q9Y240
6329	P35499
6328	Q9C007
6328	Q9NY46
2540112	Q10199
2540115	Q96TL7
856772	P39101
2540117	O94621
2540118	O14332
2540119	P36624
41000	Q9VHR5
41001	Q9VHR4
66083	Q9CWY3
362595	Q4QQS3
836327	A0A178UJA3
836327	Q9FIT1
833136	A0A178URW9
833136	Q8GX81
836323	A0A178UKW5
836323	Q8RWW3
836321	F4K536
836321	Q94JM3
10116	Q9UK73
10114	A8KAE4
10114	Q9H422
10112	O95235
362598	B1WC96
362598	F6PUS4
10110	Q9HBY8
10111	A5D6Y3
10111	Q92878
176637	I2HAF4
176637	I2HAF5
176637	I2HAF6
176637	Q67X91
176637	Q9U1S2
835981	Q39032
835987	A0A178USA8
835987	Q93Z01
835986	B3H5F6
835986	B3H7K1
835986	O65573
835984	A0A178UP87
835984	B9DGG5
835984	Q944C1
835989	A0A178UAG8
835989	A0A1P8BB01
835989	Q9LUY6
176639	A0A1I6CM54
176639	Q95QC4
100125989	P58772
3772409	P02255
363425	Q2IBC5
255043	Q8N661
33776	Q9VMQ6
174673	P34686
174672	Q09580
493911	Q8TCD6
174677	Q20402
108664	A0A0A6YX18
108664	Q8BVE3
44183	Q9VJ43
818220	A0A178VRN7
818220	B3H6D7
818220	Q9SJQ9
416	P54793
947838	P0CE47
84203	A0A140VJY8
84203	Q86VQ3
2539425	O59810
2539426	O14063
1659	B7Z8F4
1659	F5H658
1659	Q05CV4
1659	Q14562
1659	Q86YB2
2539420	O74560
84206	Q6ZN04
2539423	O74518
1652	P30046
1652	Q53Y51
1653	A3RJH1
1653	Q92499
1650	A0A024RAD5
1650	P39656
1656	B2R858
1656	P26196
1657	B2RWN7
1657	F1T0K4
1657	F5H269
1657	Q9Y485
1654	O00571
1655	J3KTA4
1655	P17844
40355	Q9VP53
40354	P27779
40354	X2JGZ5
40356	Q9VP51
40356	Q9VP52
40351	Q9VP57
446411	A0A1L8EXK1
446411	Q6DFB2
813547	C0H566
5239	Q15124
40359	B5RJ70
40359	M9PG39
40359	Q8IPT6
40359	Q9VP48
40358	P26017
40358	Q541F9
305923	Q2TGI6
2541649	Q10411
2541646	Q9P3E5
2541645	Q9P6K0
541867	B8A0Q9
2541643	P50531
2541642	O42646
246393	A1Z8C9
830445	A0A178UJQ8
830445	P38558
41864	O18405
70572	Q8BKC5
830441	F4K0R2
830441	P48622
818982	A0A178VTX8
818982	Q39026
496247	Q5M7C0
41866	Q9VF82
5409	A8MT87
5409	P11086
28000	Q99KP6
1731	J3KNL2
1731	Q8WYJ6
41867	Q9VF81
818980	A0A178VUX9
818980	O22826
818024	A0A178W125
818024	O64688
41860	P54397
815274	Q84JQ4
3564968	G5EF84
41861	Q9VF87
174095	Q18891
440712	Q6ZWK4
174091	Q18886
174090	Q18885
771417	E1BSW7
2539569	O74928
41863	Q9VF86
507677	F1MF68
507677	G3MZH4
2539568	O74515
2541399	Q9C0V8
2541398	Q9HDU4
5236	B4DDQ8
5236	B7Z6C2
5236	P36871
2541391	P40388
160728	Q8N695
1736	O60832
2541395	O94273
2541394	Q9HDV1
395861	F1NDN9
395861	O93256
2541396	Q9C0V7
818281	A0A1P8AXJ2
818281	C0LGM1
818281	F4IPZ3
818281	F4IPZ4
81529	Q9EPR9
254887	B3KXV3
254887	E9PAP7
254887	Q8IYP9
41869	Q86BP1
41869	Q960K8
56399	Q059U9
56399	Q9DBR0
379199	Q7ZY58
516	P05496
516	Q6FIH7
834216	A0A178UNX3
834216	Q8GW66
834210	A0A178UIL7
834210	Q8RXN8
834211	A0A178UTD6
834211	Q9FHX8
834213	A0A178UEJ4
834213	F4K015
834213	P42697
289745	Q5XIG9
110115	Q3TG86
110115	Q3UQH5
41183	P06604
319177	P70696
319176	Q149V4
319176	Q64523
319173	Q8CGP5
41182	A0A0B4K6N2
41182	A0A126GUS5
41182	Q9VH87
41181	A0A0B4LGZ6
41181	A0A0H4Y1G5
41181	P51592
90507	Q96FV2
48986	Q8T9B6
4919	Q01973
819144	A0A178VQQ1
819144	O22136
175173	G4S460
852445	P38280
819142	O22138
43215	Q9VBC7
41184	Q9VH85
828974	A0A178UZ08
828974	F4JLB7
851453	P43124
828977	F4JLC1
828970	A0A1P8B543
828970	F4JLA9
828970	Q96318
828971	A0A178UT39
828971	O49461
828971	Q8GUJ6
828972	A0A178UYK9
828972	Q8LPJ1
851452	P07269
817103	A0A178VWX7
817103	A0A178VZH8
817103	Q8S8K8
817103	Q94CB8
817102	A0A178VZ04
817102	Q9SLA1
851451	P40990
25316	P13386
25317	P61149
827984	O23087
851450	P06242
856628	P38899
310378	Q5BJZ3
851457	P39009
64772	Q8NFI3
851456	P15436
390928	Q6ZNF0
818204	Q9SJM7
851455	P43123
836756	A0A178UPK2
836756	F4JZ57
836756	Q8RXD8
836756	Q9FH64
851454	P43122
322	B7Z4M9
322	O00213
323	B4DJ88
323	B4E2F2
323	G5E9Y1
323	Q5I0G1
323	Q92870
320	Q02410
321	Q59G28
321	Q99767
326	O43918
327	A0A024R2U9
327	P13798
324	P25054
324	Q4LE70
92856	E7ENR5
92856	Q96G21
328	P27695
328	Q5TZP7
329	Q13490
57628	B2RCJ8
57628	B4DKB5
57628	Q0GLB7
57628	Q0GLB9
57628	Q8N608
813466	Q8I2W3
68423	Q6PD24
835165	A0A178UE63
835165	Q9FI56
836410	Q9FM06
835166	Q9FI55
57624	Q9P242
842462	A0A178WKI7
842462	A0A178WMC9
842462	A0A1P8AVD6
842462	F4HVD9
842462	F4HVE0
842462	Q94JL3
5188	O75879
835169	A0A178UBK9
835169	Q8H1Q2
835168	A0A178UQ57
835168	A0A1P8BDR1
835168	B3H477
835168	B9DFR5
835168	Q9FI53
818206	A0A1P8AZV7
818206	Q84WP5
166379	Q6ZW61
166378	Q8NB90
3071	P55160
381511	A2AJP9
381511	A8Y5Q0
381511	A8Y5Q1
381511	Q3UV70
10949	Q13151
10948	Q14849
840139	A0A178WGH3
840139	Q9LQL2
827892	A0A1P8B5U6
827892	A0A1P8B5V9
827892	A0A1P8B5W3
827892	A0A1P8B5W4
827892	A0A1P8B5W7
827892	O65405
64895	Q9BWT3
827890	A0A1P8B600
827890	O81905
64897	B4DRA4
64897	B4DWJ9
64897	E7ENF1
64897	F5H7W8
64897	G5EA44
64897	Q96C57
64898	E9PWN0
64898	Q99PI5
10940	Q96F88
10940	Q99575
116871	E9Q794
116871	Q3U3A7
116871	Q3UII8
116871	Q924K8
116870	E9PX23
116870	F8WHY8
116870	M1VHG1
116870	M1VHG3
116870	M1VHG6
116870	M1VMF6
116870	Q2KHS8
116870	Q8K4B0
10945	P24390
10944	O00193
827898	Q9M155
10946	B4DW90
10946	Q12874
16477	P09450
16477	Q569U6
16476	P05627
16476	Q52L79
16475	Q91XC0
9479	E9PBB9
9479	Q6NUQ9
9479	Q9UQF2
821014	Q9LUP8
16470	Q0VBT9
16470	Q80T11
9472	B2RP22
9472	Q13023
93897	Q149J3
93897	Q8BKG4
9470	B8ZZ50
9470	B8ZZL3
9470	B9A023
9470	O60573
9470	Q53RG0
9470	Q59FE1
221830	Q3B726
9477	B3KUJ9
9477	Q9H944
9474	A9UGY9
9474	Q7Z3H3
9474	Q9H1Y0
9475	O75116
9475	Q14DU5
348487	Q96AQ9
810451	Q8IJA4
810453	Q8IJA2
105670	Q99LJ7
14317	Q91XD4
10990	O75023
91851	Q9BU40
293652	B0BNE6
158521	Q8N0W7
43077	Q9VBR1
2248	P11487
43070	Q9VBR8
43072	Q9VBR6
2244	P02675
2244	V9HVY1
2245	A0A024R9Y5
2245	P98174
2246	A8K147
2246	P05230
2246	Q16089
2247	A0A087WUF6
2247	P09038
43079	Q9VBQ9
43078	Q9VBR0
2242	A0A024RC92
2242	P07332
2243	P02671
24191	P09117
21345	P37804
46246	Q9VGB6
21343	Q62311
46243	M9PB68
46243	Q9VLT5
21340	P97358
835306	A0A178UMP3
835306	F4KG52
835306	Q04980
21349	P22091
21349	Q3TZH7
54456	Q9BXT6
22920	Q92845
22921	Q9Y3D2
22926	A8K383
22926	P18850
22927	Q5JVS0
22924	Q9UPY8
835308	A0A178UE51
835308	A0A1P8BA57
835308	Q9FHC8
22928	Q99611
22929	P49903
51593	Q9BXP5
443901	Q6GQC6
60595	P57780
60595	Q3ULT2
56928	Q8TCT7
60597	Q548W8
60597	Q6PIT2
60597	Q9ERE9
181566	Q19981
60590	F1LRA6
60590	P70579
60592	Q9UIL1
94044	P59017
55032	Q9BS91
56923	Q9GZQ4
56922	A0A0S2Z693
56922	E9PHF7
56922	Q68D27
56922	Q96RQ3
56925	Q9BS40
56924	A0A024R9Q4
56924	Q9NQU5
56927	G5E9L6
56927	Q9NPR9
56926	Q969V3
57035	A0A024RAH6
57035	Q9BUV0
2798	P30968
57037	A0A024R9Z6
57037	Q8IV38
841512	A0A178W808
841512	Q8VY88
2792	P63211
2793	O14610
2790	A0A024R156
2790	P50151
2791	P61952
2791	Q53Y01
57038	H0UI22
57038	Q5T160
2797	O43555
2794	A0A024RCR2
2794	B4DYK6
2794	P36915
102462	Q921Y2
818436	A0A178VZQ3
818436	Q42589
91156	Q86VF2
233276	Q8BKN5
17706	P03930
17706	Q7JCZ0
52717	Q9CPV2
52717	S4R2B6
17702	Q03358
17702	Q3UZH5
17703	B2RPS3
17703	G3X9C7
17703	P70354
17700	O08689
17700	Q540E2
17701	P13297
60335	P23606
17708	P00397
17708	Q9MD68
17709	P00405
17709	Q7JCZ1
827640	A0A1P8B8N3
827640	Q94F87
825359	A0A178VG60
825359	P92964
303798	B4F7F3
60626	Q9NPQ8
60625	Q9H5Z1
60629	O08721
380497	A0A1L8G3I8
380497	A0A1L8GA42
380497	Q801Q8
81898	G5E866
81898	Q3US00
81898	Q8C2Y9
81898	Q8C839
9780	Q92508
9781	P50876
9782	A0A0R4J2E8
9782	B3KM87
9782	B4DF66
9782	P43243
9782	Q9H4N1
9784	B4DDM3
9784	B4DQ37
9784	B4DTB8
9784	Q15036
9785	Q92620
9786	A0A087WYM5
9786	B4DYW5
9786	B7Z7W7
9786	Q9BVV6
9787	Q15398
9788	A5YM41
9788	O43312
9789	Q15005
841281	A0A178WLJ9
841281	A0A178WLU9
841281	Q944H0
841284	A0A178W908
841284	Q9C4Z6
37933	Q9W139
84958	Q8IYJ3
37931	Q9W141
37930	Q9W142
37937	Q9W135
37936	Q9W136
37935	Q9W137
112401	Q6PIA0
112401	Q96P09
841517	A0A1P8AX25
841517	F4I7X9
20437	P61092
92691	A0A024R430
92691	Q96HH4
27425	Q9CPQ8
20430	A0A0R4J119
20430	Q7TMB8
20431	Q9CZB2
91137	B4DY98
91137	Q96AG3
27429	O43464
91133	F8W9S8
91133	Q8NA19
68705	Q3UMJ4
68705	Q8R0A0
20439	Q06986
20439	Q3UEV2
2539296	O74840
819886	A0A1I9LSL6
819886	B9DHJ9
819886	Q9M8Z8
115752	Q8TF46
301252	P34058
57406	A0A024R323
57406	Q9BV23
432572	A0A0J9YTU3
432572	A0A0J9YUF8
432572	A0A0J9YUR2
432572	Q3UPB2
495185	A0A1L8H525
495185	Q5XGM9
817371	A0A178VW29
817371	Q8VYY5
68975	E0CZG8
68975	Q9DB40
68979	Q8BJW5
856193	Q06813
2540255	P30316
850567	P43596
820662	A0A178VGL4
820662	Q9FPS2
850561	P43535
850562	P43593
2540250	Q1MTN3
109552	Q6P069
850568	P27466
850569	P23337
2540259	O59744
2540258	P36631
29015	A0A024R4Y2
29015	B0AZP8
29015	Q8NBI5
841868	A0A178W4U1
841868	F4HV96
841868	P41377
841866	A0A178WK20
841866	O81097
841863	A0A178W5Y1
841863	Q5M729
820663	Q94EI9
78514	Q6Y5D8
78514	Q8C9L7
841659	A0A1P8AWI5
841659	Q9C821
79643	Q96FZ7
79642	Q5FYB0
79641	Q9GZN7
79640	C9J442
79640	Q9H5C5
79647	Q9H9L7
468	P18848
79644	Q9H8P0
72615	Q9CZK6
446427	Q6DF93
467	P18847
466	P18846
19283	B2RXS8
19283	B9EKR1
19283	Q8C4M8
463	Q15911
463	Q8N2Y6
462	A0A024R944
462	P01008
855309	P28239
855308	Q03516
855303	P38426
855302	P38912
855301	Q03496
855300	Q04847
855307	Q03508
855306	P38428
855305	P38429
855304	P38430
643246	A6NCE7
180645	H2KYQ4
180645	H2KYQ7
180645	H2KYQ8
180645	Q1W0R0
180645	Q8WQC0
338674	O95221
444484	A0A1L8HI18
444484	Q6GMD2
820665	A8MS37
820665	B3H4B8
820665	Q2V3V9
820665	Q9LRR9
114800	Q96PX6
114801	A8K2A1
114801	Q86VY9
187692	Q9U395
114804	Q96PX1
114805	B3KY85
114805	Q8IUC8
288064	Q56R20
187696	Q21841
91869	Q96AA3
34771	Q9V458
34772	A8DZ02
34772	A8DZ03
34772	Q59DZ3
34772	Q9VJW9
34773	Q9VJW8
34774	Q9V428
34777	Q9VJW5
34778	Q9V3N6
34779	Q8IP67
34779	Q9V3D1
34779	X2JAD3
511484	E1B9V6
67903	Q9Z0G0
68703	Q80TZ9
67900	Q9CRB8
23863	Q3UPN3
23863	Q76LW6
131034	B7Z370
131034	Q4G168
131034	Q96A23
851215	P31379
851214	P31380
851217	P31383
851216	P31374
851211	P31381
851210	P31382
851213	P31386
851212	P31384
851219	P31377
851218	P31378
35761	A1Z784
35761	A8DY67
35761	Q7JV23
24438	P06349
946223	P08312
815247	A0A178VUP5
815247	A0A1P8B288
815247	Q39099
241230	Q148N5
241230	Q8K4T1
91452	B7Z2A7
91452	B7Z2R7
91452	B7Z9D0
91452	Q5T8D3
91452	Q8NCM9
2654979	Q8IC38
106529	G3UWE1
106529	Q9CY27
2654973	Q8IC44
182480	Q17884
373899	Q8JG64
852548	P38332
852549	P38333
35797	A0A1B2AJ40
35797	Q4V5I9
35796	A0A0B4KEM3
35796	A1Z7C1
35790	A0A0B4JCQ5
35790	A0A0B4JCS1
35790	A0A0B4JD00
35790	A0A0B4JD27
35790	A0A0B4JD31
35790	A8DY69
35790	E5DK16
35790	I0E2I4
35790	Q8SXP0
35793	Q7K519
852540	P38330
852541	P38140
852542	P38141
852543	P38142
852544	P38331
35798	Q7JRA5
852546	P38143
852547	P38144
856658	P32317
856659	P32610
231821	E9PY16
231821	Q8BVR8
856650	Q05676
856652	P38628
856653	P39983
856654	P39984
856655	P39985
856656	P0CX53
856656	P0CX54
856657	Q02197
4036073	Q03937
3988	A0A0A0MT32
3988	P38571
181591	Q93533
268859	Q9JJ43
3984	P53667
3985	A0A024R1H6
3985	A0A024R1M2
3985	P53671
3987	F8WC86
3987	P48059
3980	P49916
3981	A0A024RE06
3981	A0A0C4DGV9
3981	A8K8Q4
3981	P49917
3982	P55344
3983	B3KSG3
3983	B4DQA3
3983	B7Z4H1
3983	O14639
852892	P40357
852893	P53204
852890	P33412
852891	P16965
852896	P53207
852897	P32334
852895	P53206
852898	P53208
852899	P53209
75826	Q91ZX6
35422	P13060
35421	Q59DT1
35421	Q7KRS5
35421	Q8IMF2
35421	Q9V9R1
35420	Q9V9R2
35427	Q9V9Q2
35426	Q9V9Q4
35425	Q0E8N2
35425	Q9V9Q6
35424	E1JHP3
35424	Q0E8N3
35424	Q9V9Q7
35424	Q9V9Q9
35424	X2JAM1
35424	X2JEX4
73251	Q8VHL1
73254	Q640L5
93426	A0A0B4J1R9
93426	Q8N0S2
286464	Q6ZTR5
23856	Q8C9B9
815863	A0A1P8AZF0
815863	Q8LPS5
29074	Q9H0U6
23859	D3YUZ8
23859	D3YWU0
23859	Q91XM9
2543610	Q9UT02
27165	A0A087X004
27165	Q9UI32
27164	A9JR48
27164	Q9BXA9
27166	Q9Y255
55599	Q96LT9
27163	Q02083
81285	A0A126GVK0
81285	Q9H255
5118	Q15113
51676	A0A024R6E7
51676	Q96Q27
140576	Q96FQ6
55591	Q9HBM0
839350	A0A1P8ANG6
839350	Q9SRY4
55593	A0A024QZ09
55593	Q96G74
814532	O97292
56029	Q9QXY2
821834	A0A178VMP5
821834	O23714
821835	A0A178V8B4
821835	Q9LUJ7
2542497	P78854
2542496	O13864
821839	A0A178VFE4
821839	Q9LUJ3
820107	A0A178V980
820107	Q9SF53
2542492	P50530
2542491	P87015
2542490	Q09902
25453	A7UGJ1
25453	Q07731
36210	Q7K3E9
36213	A0A0B4KEL5
36213	A1Z8J5
36213	B7YZF2
25456	P20781
36217	P42279
36216	P42280
25459	B4F758
25459	P63159
128240	Q8NCW5
680987	D3Z8Q7
74106	Q9DC22
74155	Q3TK48
74155	Q99JZ7
69379	Q8VCG4
69379	Q9DAC2
2543493	Q09834
29078	Q9P032
2539173	O59831
135644	A0A1U9X8U1
135644	Q6P9F5
23217	Q9UPR6
14232	O35465
83533	Q9JM53
23216	B9A6J6
23216	Q6PJJ8
23216	Q86TI0
23216	Q8NC59
134510	Q8WVY7
23215	E7EPN9
23215	Q9Y520
297376	B0BNB9
150372	Q8NET5
825398	A0A178V9X1
825398	P59233
39939	Q8IQQ6
39939	Q8IQQ7
39939	Q9VVG3
39938	Q9VVG2
185456	A5Z2T1
185456	Q20149
39935	O16867
2538714	O74881
39937	Q9VVG1
39936	Q9VVG0
2538711	O94519
2538710	Q7LKZ5
39933	Q9VVF7
173847	Q21747
173847	Q21748
173847	Q7JP41
173847	Q86NF2
173846	Q21746
36223	P52905
173842	P91253
173840	P91249
25427	Q64654
837831	A0A1P8AUJ6
837831	A0A2H1ZEB4
837831	Q8VZ48
837830	A0A1P8APH3
837830	F4IDV9
837830	Q6NPN1
837830	Q9LN73
854498	Q12096
854499	P47190
837837	A0A178WJH3
837837	F4IDX2
837837	Q940Z6
854494	P32798
854495	P30624
854497	Q99181
854490	P09937
14230	Q3UNJ3
14230	Q61576
854493	Q12507
825390	A0A178VA70
825390	Q5MFV6
831156	A0A178UCZ5
831156	Q9FY94
850979	Q06216
850977	Q06156
850976	Q06152
850974	Q06151
850973	P22214
850972	Q06150
850971	Q06149
850970	Q06148
39689	Q9VUR2
39688	Q9VUR1
2538814	Q9P801
39683	M9PFK7
39683	Q9VUQ5
39682	P29747
39682	Q1LZ07
2538815	Q9URT8
39687	Q9VUR0
39686	Q9VUQ9
39685	M9NDR9
39685	M9NEA3
39685	M9PI67
39685	Q9VUQ8
33061	Q9VRB8
33060	Q9VRB7
33062	M9NGR8
33062	P33085
342184	H0YM30
342184	Q68DA7
33064	Q9VRC1
33066	Q9VRC3
33068	Q9VRC5
11138	J3KQ40
11138	O95759
4968	E5KPM5
4968	E5KPM6
4968	E5KPM7
4968	E5KPM8
4968	E5KPM9
4968	E5KPN0
4968	E5KPN1
4968	O15527
41244	Q9VH18
842022	B9DHD0
842022	Q8L783
41247	E2QCY9
41247	E2QCZ0
41247	Q24546
41242	A0A0B4KG32
41242	A0A0B4KH26
41242	Q9VH20
119016	Q96P64
41248	Q9VH14
40196	Q9VW76
40195	Q9VW75
172858	O02328
40193	Q9VW73
40192	Q9VW72
40191	Q9VW71
40191	X2JCN4
40190	Q9VW70
727800	Q9H0X6
80775	Q53S58
836198	A0A178UB04
836198	Q9FJH8
3214	P17483
403244	Q8NGX2
3216	P17509
3217	P09629
3211	P14653
3212	P14652
3213	B3KNJ7
3213	P14651
176008	Q20122
182104	Q11093
3218	I3L3R1
3218	P17481
3218	Q8N8T3
3219	B3KPJ1
3219	P17482
203286	B3KXP1
203286	Q68DC2
84599	Q63584
542373	A7RDP0
346562	A8MTJ3
84591	Q9EP80
308718	Q498S5
316531	Q5XIF6
84595	Q63083
