P02339	P15027
P32468	P33304
Q04921	Q04921
P32524	Q07350
P19736	Q07350
P19736	P19736
P32524	P19736
Q07291	P11420
P16371	Q07291
Q01068	Q01068
Q01068	Q01071
Q01069	P10083
Q01069	P11420
Q01070	P10084
P09775	Q01070
Q01070	P11420
P16371	Q01070
P10084	P13097
P09775	P13097
P11420	P13097
P13097	P16371
Q01069	Q01069
P13096	Q01069
Q01069	Q07291
Q01069	Q01071
Q01069	P48987
Q01070	Q01070
Q01070	P13096
Q01070	Q07291
Q01071	Q01070
P13097	Q01069
P13097	Q01070
P13096	P13097
Q01071	P13097
P13097	Q07291
P13097	P48987
P13096	P13096
Q01071	P13096
Q07291	Q07291
Q07291	Q01071
Q01068	Q01069
Q01070	Q01068
P13096	Q01068
Q01068	P48987
Q01071	Q01071
P22681	P05783
Q12965	P22681
P35279	Q61598
Q61598	P20339
Q6PAL8	P35279
Q62145	P20339
P32851	P32851
Q08850	Q08850
P32851	P61765
P61765	P50279
O70441	P61765
Q62753	P32851
P50279	Q62753
Q62753	O70441
P06162	P06159
Q62083	P20444
P35568	P06213
P16371	Q01069
P10085	P15923
P41136	P15923
P04899	P81274
P08069	P29353
P08069	P35570
P29353	P06213
P08069	P27986
P11420	Q64279
P0ABZ1	P25798
P09120	P0ABZ1
P06974	P15070
P00822	P00824
P00832	P00837
P00831	P00822
P00824	P00831
P00831	P00837
P00832	P00831
P68511	P15056
P68255	P15056
P63102	P15056
P04049	P68511
P04049	P68255
P15056	P31938
P01112	P15056
P63102	P04049
P01112	P04049
P33454	P22677
P14598	P19878
P30304	P31946
P30304	P42655
P31946	P30305
Q6FHM2	P04049
P63104	P04049
Q06124	Q14451
Q14205	Q13424
Q13424	Q91493
Q14205	Q13884
Q13884	P46939
Q13884	Q91493
P05067	P05067
P02593	P17677
Q01094	Q08639
Q14209	P06400
Q09472	P04637
P06400	P21675
P38426	Q00764
P38930	P19454
P10084	Q01069
P10415	Q07820
P08047	P03254
P15790	P43639
P30561	P53762
P10083	P13097
P13096	Q07291
Q62145	P35279
P06974	P06974
P30305	P42655
P10083	P18491
P19438	P19438
P15056	Q63932
P43639	P19454
P11540	P00648
Q92793	P16220
P16649	P14922
P38042	P38042
Q62311	P35269
P03254	P22415
P04911	P06701
P43639	P43639
Q62225	P26954
P13747	Q03519
Q01068	P10084
P11420	P13096
P62993	P10721
P11212	P04877
P06974	P0ABZ1
P46939	Q13424
P11831	P35269
Q01069	P09775
P15924	P20152
P08631	Q03405
P63211	P16520
P19793	P34021
Q13889	P19447
P40368	P14306
Q00916	P36517
P47093	P38999
Q02875	Q12186
P32524	P38167
P31244	P40567
P40567	P32606
P38883	P40567
P20152	P20152
P32927	P04141
P39688	Q03137
P40070	P47093
P19736	Q04052
P40567	P22035
Q14186	P06400
Q14186	P28749
P06400	Q14188
Q14188	P28749
P10210	P10210
P10202	Q7LZW6
P19527	P19527
P12839	P19527
P16884	P19527
P42409	P42410
P42410	P42411
P42411	P42409
P17903	P40399
P17903	P17904
P42409	P42409
P17904	P17904
P08592	P46933
Q9DH70	P02340
P09572	P08251
P07948	P22681
P31001	P15924
Q64507	P15924
P15924	P05787
P20152	P05783
P05787	P05783
P42073	P40020
P15923	P15173
P06782	P32578
P22543	P22219
P11978	P11978
P33750	P15646
P24385	P06493
P24385	P24941
P24941	P20248
P11802	Q96TE0
Q00534	Q96TE0
Q00534	P06400
P11802	P30279
P30279	Q96TE0
P03096	P03090
P20226	P05412
P11166	P27824
P11166	P27797
P30561	P11499
P27037	P27037
Q04771	P27037
P27037	P36896
P36898	P27037
P42230	P19756
P24588	P17252
P31322	P06493
P20651	P24588
P23458	P40189
Q62689	P40189
P29597	P40189
P40189	Q06124
Q00422	Q00420
P40957	P26309
P40958	P26309
Q80US8	P26309
P23458	P17181
P01111	P04049
Q63953	Q62120
P10912	Q62120
Q62120	P19941
Q62120	P16882
Q62120	P14753
Q62120	P40189
P45984	P42227
P17275	P42227
P42227	Q61727
P23458	Q03405
P29597	Q03405
Q03405	P39688
P04141	P15509
Q01094	P19838
P17181	P29597
P62993	P98083
P00813	P47745
P62873	P63211
Q6FHM2	P63211
P29387	P63211
P63212	P62873
Q6FHM2	P63212
P16520	P63212
P29387	P63212
P63212	P62881
P63214	P62873
Q6FHM2	P63214
P63214	P16520
P29387	P63214
P63214	P62881
Q6FHM2	P50153
P16520	P50153
P50153	P29387
P62881	P50153
P63217	P62873
P63217	Q6FHM2
P63217	P16520
P63217	P29387
P63217	P62881
P30671	P62873
Q6FHM2	P30671
P29387	P30671
P62881	P30671
P18852	P18851
P18851	P08539
P27487	P08575
P34021	P20153
P49869	P20153
P20153	P49870
P49700	P34021
P49869	P49700
P49700	P49870
P49869	P19793
P49870	P19793
P18074	P19447
P32780	P19447
Q13888	P19447
P32780	P18074
P18074	Q13888
Q13889	P18074
Q13889	Q13888
Q13888	P32780
P28715	P19447
P32780	P28715
P28715	P18074
Q13888	P28715
Q13216	Q03468
Q13216	Q13888
P02766	P05067
Q01705	P31266
P31266	P07207
Q01705	P28159
P07207	P28159
P02675	P27797
P04897	P28647
P28647	P08753
P21279	P28647
P21278	P28647
P20433	P34087
P67870	P67870
P19138	P67870
P26006	P30409
P05556	P30409
Q99075	P30409
Q28685	P62993
P40189	P05231
P08887	P05231
P01579	P15260
P17480	P06400
Q01694	P22897
P32835	P41920
P02378	P24169
P0A7P5	P24169
Q16531	Q7M022
P07948	P43405
P19174	P43405
Q00839	P19174
P08514	P05106
P15829	P53618
P35221	P35222
P12830	P35222
P10809	P15104
P10189	P10192
P10192	P10236
P10192	P10193
P35869	P07900
P07900	P04150
P00488	P04792
P20676	Q02821
P14784	P60568
P07900	P07900
P36183	P36183
P13902	P26798
P17119	Q01649
Q04864	P34932
P34932	Q04206
P25963	P34932
P07270	P07269
P15407	P22415
P15923	P09874
P19338	P15923
P03956	P01033
P03243	P04489
P04492	Q13323
P10415	Q13323
P03243	P04637
P63279	Q06609
P04637	P63279
P17181	P48551
P00523	Q05860
Q05860	Q05876
P00523	Q05858
Q69138	P31266
P31266	Q69139
P03203	P31266
P03016	P15027
P21135	P18296
Q61730	P51617
Q45538	Q45538
P25028	P25028
P43351	P63279
P11802	P07900
P07900	Q15185
P11345	Q61576
P00933	P00929
P06787	P32380
P39520	P32605
Q06205	P32605
P53863	P32605
Q00916	P26570
Q00916	O13329
P39723	Q00916
P25607	Q00916
P43611	Q00916
Q00916	P42937
Q00916	Q07938
Q05790	Q00916
Q00916	Q03677
Q00916	Q04213
Q00955	Q00916
Q00916	Q01722
P32361	Q00916
P28742	Q00916
P35191	Q00916
Q00916	P08964
Q00916	P40064
P12689	Q00916
P22579	Q00916
P09547	Q00916
P33315	Q00916
Q00916	P32639
P14922	Q00916
Q00916	P21560
P32828	Q00916
P32639	Q02554
P09547	Q02554
Q99181	Q02554
P39102	Q02554
P27705	Q02554
Q02554	P14922
P53236	Q99181
Q99181	P47093
P25644	P47093
P47093	P39081
P47093	P39998
P53147	P47093
P47093	P38768
P40438	P47093
P47093	P35198
P48240	P47093
P53742	P47093
P24384	Q12186
Q12186	P09547
Q12186	P35169
P27351	Q12186
Q12186	Q12510
P40467	Q12186
Q04746	Q12186
Q12186	P39682
Q12186	P32909
P32909	P36084
P36084	Q02875
P36084	Q12186
P39682	P36084
P36084	P27705
P36084	P09547
Q06488	P36084
P21560	Q07350
Q07350	P46958
P32843	Q07350
Q07350	P39935
P39936	Q07350
Q07350	P38267
Q03899	Q07350
Q04195	Q07350
Q07350	P40071
P36056	Q07350
Q12431	Q07350
Q07350	P53971
P53742	Q07350
P32524	P53742
P32524	Q12471
P11075	P32524
P25648	P32524
P38187	P32524
P32524	P36166
P32524	Q03264
Q12411	P32524
P32522	P32524
Q02260	P33418
Q02260	P17121
Q02775	Q02260
P38227	Q02260
P53090	Q02260
Q02260	P47104
P34230	Q02260
Q02260	Q12745
P43321	P32468
P38927	P43321
P43321	Q00416
P23201	P43321
P43321	P40018
P43321	P23287
P43321	P31244
P53339	P43321
P43321	P38699
P43321	Q04301
P40018	P53742
P40018	P32578
P47818	P40018
P40018	P53873
P25588	P19736
P19736	Q04693
P19736	Q12433
Q08562	P19736
Q12080	P19736
P32828	P19736
P19736	P53742
P32606	P19736
Q01846	P19736
P50105	P19736
P40567	P38111
P53615	P40567
P12954	P40567
P40567	Q00578
P40567	P09547
Q03441	P40567
Q04005	P40567
P38811	P40567
P40567	P53935
Q08409	P40567
Q06199	P40020
Q06199	P40460
Q06199	P32769
P53742	Q06199
P06213	Q06124
P32499	Q02821
P32605	P26570
Q07350	Q04002
P40567	P36048
P15924	P05783
P30285	P25322
P16882	P42230
P62881	P63211
P16520	P30671
P25325	P10809
P06782	P12904
Q07812	P04492
Q45538	Q45536
P47093	P38203
P47093	P53952
P06400	Q07161
P19784	P67870
Q12033	Q00916
P38892	Q99181
Q12186	Q12518
Q02046	P43321
P40567	P23287
P05358	P0A3W4
P01100	P20226
P17535	P42227
P09619	P42229
P50153	P62873
Q03468	P28715
P14306	Q02199
P19838	P34932
Q13625	P04637
Q05876	Q05858
Q00916	P52910
P38769	P47093
P47093	Q08491
P18900	P47093
P22147	P47093
P47093	P53550
Q07350	Q04477
Q03497	P32524
Q03388	P19736
P32522	P40567
P40567	Q06199
Q06124	P08069
P07948	Q03405
P53620	P33767
P31785	P14784
P32605	O13329
Q04149	Q07350
P40567	P07866
Q03405	P09769
P28829	P36622
P01101	P05627
P17709	P60010
Q03048	P60010
P04386	Q01939
P07248	Q02336
P32629	P50108
P38042	P14724
Q12157	P53886
Q03048	P46680
P35197	P39010
P40576	P48360
Q08484	P39110
P32354	P53091
P60010	P11710
P46985	P47124
Q12018	P53061
P25630	P06243
P46671	P43592
P61244	P50539
P03033	P03033
P19793	P10276
P29539	P11938
P23572	P61024
P23573	P61024
P06493	P61024
P24941	P61024
Q00526	P61024
P00546	P61024
P23561	P32917
P06784	P32917
P16892	P32917
P32917	P14681
P38936	P20248
P24385	P38936
P24864	P38936
P23561	P14681
P23561	P16892
P14681	P06784
P16892	P06784
P13574	P14681
P25344	P23561
P16649	Q6B184
P13861	P24588
Q43715	P00868
Q41009	P00868
P00868	P35100
Q02028	P00868
P16002	P35100
P12398	Q01852
P38523	Q01852
P12398	P38523
P00868	Q41010
Q41010	Q43715
Q41009	Q41010
P18851	P32917
P41236	P36873
P06782	P34164
P06782	P46954
P50540	Q62141
P50538	Q60520
Q62141	P50538
P05627	P05627
P05627	Q9QUT9
P05627	Q06507
P05627	P58771
P58774	P05627
P56581	P01101
P01101	Q06507
P06537	P05627
P01101	P06537
P05412	P53779
P05412	P18847
P05412	P18848
P18848	P01100
P10158	P17325
P05627	P13346
P09450	P13346
P09450	P01101
P79923	P09560
P25916	Q64028
P30658	P25916
P04049	Q02750
P07527	P07527
P30304	P14635
P14635	P06493
P07460	P07459
P15891	P39743
P15891	P17555
P60010	P46680
P60010	P46681
P60010	P41697
P60010	P07274
P17555	P60010
P60010	P60010
P29366	P60010
Q03497	P29366
P19073	P41832
Q12446	P60010
P32599	Q12446
P13517	Q12446
Q12446	Q03048
P32790	Q12446
P29366	Q12446
P07274	P41832
P40450	P07274
Q00246	P40450
P32599	P60010
P26039	P02568
P33338	P02568
P60010	P26039
P60010	P33338
Q08163	Q08163
P17555	P17555
P17555	Q08163
Q08163	P60010
P37370	P60010
P02568	P07274
P02568	P07737
Q02336	P06100
P32494	Q02336
P13393	P32494
Q03330	Q02336
P50875	P32494
P32494	P33200
P03069	Q02336
P13393	Q02336
P04387	P04386
P13393	P04386
Q02336	P04386
P38129	P03069
P38129	Q02336
P32494	Q05027
P53040	P32494
P38129	P32494
Q05027	P46677
P46677	P38129
P38811	Q02336
P38811	P35177
P35177	P32494
P38811	P32494
P07248	P38129
P07248	P13393
P07248	P46677
P07248	P53040
P07248	Q12030
Q12060	Q12060
Q02336	Q12060
Q12060	P32494
Q12060	P50875
Q12060	Q03330
Q03330	P07248
P07248	P29055
P23642	P39107
P38042	Q12440
Q12440	P09798
Q12440	P16522
P25453	P25453
P25454	P06778
P25454	P32863
P25453	Q08562
P32910	P32349
P36121	P25441
P28000	P07703
P20434	P10964
P20434	P04050
P20434	P04051
P22138	P28000
P28000	P16370
P27999	P04050
P04051	P27999
Q04307	P22276
P32629	P39107
P22138	P40422
P22139	P04050
P08518	P22139
P33339	P29056
P32529	P22138
P38902	P16370
P22139	P22138
P29353	P00533
P16522	P14724
P19174	P09619
P32523	Q03654
P05067	P01023
P21926	P16070
P21926	P18827
Q03858	Q03858
Q08683	P09798
P09798	P53068
Q12107	P09798
P09798	Q12157
P53068	P53886
P16522	P53886
P14724	P53886
P53886	P38042
Q08683	P53886
Q04601	P53886
Q12440	Q12107
P53068	Q12440
P53068	P16522
P16522	Q12107
Q12157	P16522
Q08683	P16522
P38042	P53068
P38042	Q12157
Q08683	P38042
Q04601	P38042
P27635	P49768
Q9UQB3	P49768
P07207	O02194
P87108	P32830
P18852	P39010
P39010	P06783
P39010	P18851
P32917	P39010
P35189	P41896
P78714	Q01371
P06138	P77173
Q04637	Q86504
P29323	P29323
P21264	P21264
P10862	P21264
P21264	P25365
P38275	P21264
P38972	Q06708
Q12343	P04161
P04161	P38633
P25337	P04161
Q12433	P25649
Q12107	P46680
P32502	Q08269
P40356	Q08269
Q08269	P53190
Q08269	P48232
P40344	P38316
P53104	Q06628
P32379	Q06628
Q06628	P53271
Q12380	P38316
P38316	P38862
P40344	P38862
P38182	P38862
Q00776	P36000
P38700	P36000
P48360	P25655
Q04549	P38696
P36068	Q12233
P39011	P53012
P40448	P39011
Q12110	P39011
P34730	Q06150
P34730	P38195
P40087	P26448
P38785	P26448
P48238	P26448
P12962	P07260
P00812	P00812
P18888	P07991
P07991	P53204
Q06178	P07991
P19073	P39011
P19073	Q12434
P18898	P29703
Q12018	P06243
P52286	Q12018
Q12018	Q12395
Q12018	Q05930
P31111	Q12018
P06243	P39517
P07250	P06243
P06243	P32857
P06243	P25620
P06243	P39992
P06243	P43625
P06243	P53740
Q12094	P06243
Q04839	P38147
P38147	P27472
P38150	P39110
P08679	P08679
P43638	P08679
P24868	P20486
P20486	P24869
P24869	P20081
Q04149	P24869
Q04031	P24869
P24869	P38769
P24870	P20486
P47074	P13365
P53955	P23287
Q03652	P25296
Q00947	P33313
P38930	P08521
P33308	Q12343
O93938	P35203
Q08831	P35203
P23285	P47135
P25651	P32582
P32459	P32459
P21705	P21705
P53267	P53168
P53550	Q12517
P39998	P53550
Q12517	P39517
Q06819	P19735
Q03373	Q03063
P40013	P53168
P53168	Q12248
Q12517	Q03466
Q04739	Q03466
Q03466	P40958
Q03466	P38236
Q02794	Q03466
O13547	Q03761
P38122	P38122
P53091	P17214
P35210	P17214
P17214	P23202
P17214	P39734
P17214	P53288
P53971	P32829
P20081	Q04299
P18562	Q06628
P32805	P38930
Q03778	Q04177
P51601	P51601
P10869	P20081
P40016	P38196
Q14901	P61244
P16522	Q04601
Q12063	P26449
P47069	P17214
P38936	P12004
Q60520	P50540
P18848	P15407
P07737	P41832
P12383	P32494
P46677	P53040
P01365	Q6B184
P07703	P22138
Q06549	Q06549
P60010	Q03558
P32917	P29366
P50108	P47124
P53886	Q12440
Q06628	P48232
P53724	P24869
P47160	Q99210
P00330	P09733
P33304	Q12280
P06243	P53038
P39743	P60010
P45983	P05412
P56581	P05627
P60010	P02400
P06780	P41832
P46985	P50108
Q02775	P33411
Q12280	P39010
P35189	Q12030
P00331	P43560
P38960	P32797
Q12452	Q12018
P40581	P53691
P36068	P53971
P50539	Q14901
P53904	P09733
P14724	P53068
P33199	P41697
Q03697	P17214
P38086	P25453
P25441	P33339
Q04493	P52553
Q08273	P40560
P38853	Q03231
Q06159	Q99316
Q12753	P52918
P50102	P16861
P47042	P39685
P32337	P38910
Q06672	P39938
P53036	P46989
P32259	P53230
P47135	P36131
Q12343	P47822
P38302	Q12309
Q04226	Q12030
P38987	P22209
P33296	P23641
P40959	P38247
P40480	P38262
P23292	Q03220
P41913	P23292
P13902	Q04893
P41913	P53115
P06100	P32334
P28239	P14741
Q03441	P24280
P38302	Q04048
Q05027	Q04226
P15315	Q04233
Q07442	P32598
P43638	P32598
P34758	P32598
P32598	Q03898
P32598	P38812
P32598	Q12507
P32805	P38693
P33339	P32805
P14741	P14741
P47017	P07262
Q04839	P32505
P38229	P32598
P32521	P32598
P32598	P42073
Q04031	P32598
P47011	P47011
P17709	P05085
P38224	P17709
P43577	P41911
Q02784	P53955
P39676	P46944
P32835	P47123
P32836	P47123
Q00582	Q00582
P42944	P53973
P06774	P13434
P06774	Q02516
Q02516	P13434
P32828	Q12306
Q08956	P40106
P12954	P41913
P12954	P04824
Q12306	P12954
P12954	P38957
P32505	P12954
P32505	Q99383
P29295	P38872
P14680	Q08273
Q08273	P39533
Q99181	P38262
P53687	P32432
P25293	P04911
P47069	Q12692
P41833	P38236
P36000	P13902
P13902	P34243
Q04431	P32361
P38236	P25583
P34730	Q12494
Q04396	P36068
Q04087	P25651
P38203	P40089
P38203	Q06406
P53905	P38203
P48240	P38203
P38203	P0C0X0
Q06217	P38203
P38930	P40070
P40070	Q06406
P40070	P53905
O13550	P40070
P47093	Q12517
P32601	P47093
P47093	P40089
Q03503	Q02197
Q06667	P47154
Q06667	P53769
P39939	Q07821
P39938	Q07821
P00931	P32645
P53755	P38217
Q02794	P38853
P38853	P47158
P19262	Q12306
P35193	P13185
P14904	P14904
P35193	P14904
P34234	P06208
P33418	P35718
P38203	Q12517
P39517	P38203
P47017	P38203
P47017	P40070
P40070	P0C0X0
P0C0X0	P47093
P47093	O13550
P53237	P25502
Q02197	P23059
P47167	Q12262
P32570	Q02574
Q08278	Q12343
P16523	P35719
Q99278	P40469
P39014	P38277
P39014	Q12020
P38346	P39014
P39014	P39998
P39014	P47041
Q02659	P27705
P43563	Q08206
Q99316	P38714
P35719	P35719
P14741	P32505
P53081	P53081
P32497	P32911
P32497	P53955
P33420	P40460
P32832	P43609
P40958	P40064
Q02336	P39081
Q08685	P39081
P39081	P25299
P39081	Q06411
Q12527	P39081
P39081	P17157
P32473	Q06137
P27796	P39108
P35190	P17157
P17157	P40038
P17157	P40186
Q12477	P17157
P35497	P17157
Q07786	P17157
P19541	Q06651
P24583	P54786
P32334	P40460
P32829	Q12175
P40356	Q12175
P40460	Q12175
Q12175	P45819
P40357	P52918
P08153	P52918
P52918	Q08831
Q12277	P48240
P39731	P14904
P39731	P53271
P32500	Q05166
P40060	Q03435
Q03790	P34077
P53271	P34077
Q12134	P32497
P33420	P38696
P33420	P46984
P53044	P33755
P32356	Q06151
P38620	P33895
Q03790	P40064
P39998	P40064
P38910	P32499
P14907	P48837
P48837	Q02199
Q05027	P48837
Q06568	P39946
P25298	P39081
Q06410	P39081
P25693	P08153
P47029	P40038
P40038	Q06324
P39108	P38855
P50091	P39108
Q08966	P17157
P48837	P32337
Q07786	P32337
P39970	P32337
P32337	P40577
Q12163	P35182
P15380	P47029
P15380	O13543
P50623	P25454
Q05024	P25454
Q12251	P25454
P46983	P39083
Q07418	P19263
P39011	P06780
P39011	Q00246
P43619	P32385
P15315	P22139
P43594	P28000
P32496	Q05610
P39939	Q06672
P38254	P0C0X0
P20486	P05754
P43577	P05754
P38313	P33298
P33298	P50086
P38204	Q07528
P32786	P40992
P32838	P53043
P53043	P07248
P43577	P21242
P36068	P40302
P32263	P32263
P38956	P21372
P50623	P19735
P38620	Q12265
P32337	P36000
P19262	P32337
Q12206	P32337
P32337	P19541
Q12447	P39966
P14908	P15380
P15380	P25381
P09032	P06838
P06838	P25651
P48581	Q02574
P32628	P14736
P61864	P14736
P25454	P39955
Q99401	P25454
P25454	P38953
P29703	P22007
P32485	P38622
P38729	P39083
P47043	P33400
P21190	P38615
P28000	Q00582
Q06149	P28000
P07703	Q06001
P32496	P47165
Q03954	Q12250
Q03981	Q12250
P03069	Q12377
P05318	P05317
Q12517	P0C0X0
P33298	P33298
P33297	P33298
P38204	P53437
P25378	Q12292
P53047	P38838
P39743	P25343
P38266	P25343
P46946	P46946
P25651	P46946
P40958	P53036
P53036	P47074
P53036	P12709
P40958	P32259
P52286	P24814
Q03919	P52286
P52286	Q08446
P52286	Q12347
P52286	Q05947
P52286	Q05930
Q07589	Q02775
Q12330	P54999
P32566	P22035
P43568	P41808
P54999	Q06217
P06782	P40151
P38149	P32074
P11353	Q01589
P33307	P32259
P41913	P32259
P47074	P32259
Q02772	P32259
P32259	P33203
P00127	P32259
P53270	P32259
P12904	P34164
P52286	P35817
P52286	P07834
P39014	P52286
Q06479	P52286
P50623	Q12306
P06782	Q04739
P49017	P12904
P12904	Q04739
Q12310	P12904
Q03144	Q03148
Q03144	P43545
P43544	Q03148
P43545	P43544
Q00916	P22209
Q12368	Q00723
Q03954	P40460
Q03954	P36131
P33757	P53541
Q02793	P23179
P17123	P25651
P23624	P38872
Q04921	P32458
P06843	O13329
P53091	P06843
P38304	P32585
Q08278	P47822
Q12020	Q12020
Q02821	P22768
Q02821	P00812
Q02821	P33317
P28240	Q02821
Q02821	P06106
P53081	Q02821
P19881	Q02821
P36068	Q02821
Q02821	P35497
Q02821	P41835
Q02821	P34760
Q02821	P47165
Q02821	P38749
Q02821	P43543
Q02821	P53215
Q05016	Q02821
P32916	Q03824
P38871	P38871
P13574	Q03373
P39015	P47122
P37297	P41913
Q02794	P37297
Q04175	Q03900
Q08229	Q04175
Q01722	Q12181
P33327	Q12181
P41913	Q12181
Q12181	Q12321
P38987	Q03063
P25453	P38987
P38987	Q03973
P38910	P38987
P32906	P38987
P38987	P33754
P38987	P54999
P53824	P38987
P35497	P38987
Q12206	P38987
P38987	P25652
Q07786	P38987
P38987	P38884
P38987	P47115
P38987	Q06410
P40151	P38987
P38987	Q08931
P36100	P36145
P32776	P36100
P14904	P32776
P53271	P32776
P32776	P35193
P32318	P32318
P41835	P41835
P43577	Q04067
Q05024	P04786
P06244	P06244
P15315	Q07824
P52871	P31688
P36149	Q03337
P35193	Q99394
Q99395	P33296
P50623	P50623
P38080	P39944
Q12059	Q99344
P39001	P41913
P35193	P39001
P38130	P32912
Q06245	P32912
P39723	P32912
Q12241	P32912
P32912	P53142
P32912	P53108
P53845	P32912
P14359	P32912
Q06410	P32912
P32912	Q04767
Q12016	P32912
Q08743	P32912
P15315	P34110
P39929	P52917
P53112	Q12215
P22149	P19880
P39706	P38123
P27637	P32598
P38316	P39551
P25623	P39551
P32912	Q12270
P32939	P32912
P38784	P32366
Q03323	P38784
P32913	Q92331
P38753	P40343
Q06696	Q12483
Q03768	P39729
Q03920	P39706
P02400	P38067
P38278	Q06385
P38303	Q12309
Q12098	P38324
P38346	Q12309
P14741	P38346
P40485	P38346
P23291	P39009
P23291	P40052
P53924	P23291
P23292	P25371
P25582	P23292
P40052	P23292
P23292	P36041
P25389	P25293
P25575	P12904
P25349	Q12335
P38967	P25651
P47976	Q12489
Q12489	P41913
P43619	Q12489
P38767	Q12489
Q12489	P38842
Q12489	P40366
P26321	Q07395
Q07395	Q12159
P43577	Q07438
Q07438	Q04004
P39977	Q07438
P40326	Q07438
Q03435	P53115
P40958	P32334
Q03790	P39685
Q02774	P48813
P38771	P38987
P36103	P38067
P53858	P32598
Q02784	P40485
P40079	Q06631
P32570	Q99278
P53124	P17157
P15108	P32838
P43588	Q08723
Q12199	P53036
Q03533	P12904
Q03337	P38334
P38234	Q12335
Q03835	P22149
Q06667	Q08492
P50113	P32805
P03069	Q03081
P32500	Q03790
P25693	P17157
P38624	Q06708
P10862	P06104
P53036	Q03231
P38987	Q05871
Q12084	P27515
P40588	Q03407
P53277	Q04048
P09032	Q02866
P13902	P53835
P53091	P25586
P32906	P39014
P32491	Q00772
P35719	P32567
Q02199	P39731
P40164	P17157
P35497	P32337
P33298	P53549
P40898	P53036
P35203	P52286
Q02821	Q12178
P21374	Q04048
Q03973	Q04226
Q04839	P53040
P38987	P39998
P46679	P32912
P28239	P23292
Q12489	P40439
P32828	P40072
P0C0X0	Q06667
P32334	Q08962
P53691	P32838
P32259	P14682
O13329	P38987
P52920	P38278
Q12240	P32363
P34253	P53074
P32564	P53333
P38883	Q06410
Q03944	Q06001
Q05930	P38816
P14741	Q03525
Q06096	P38784
P43547	P40164
P38806	P36116
P25559	Q12174
Q7LIF1	P0C2I0
P21023	P07242
P24764	P21048
P14164	P19454
P32491	Q01389
P39547	P20486
Q12335	Q12335
P14693	Q03954
P33327	P50095
P38305	Q06525
P39111	P38784
Q00582	P38822
P07242	P16913
P53899	Q07438
P43634	Q07458
Q12066	Q12066
Q06169	Q12066
Q08492	Q12513
P25502	Q12513
Q03441	Q12516
Q12342	P36087
Q07622	Q08887
Q12468	Q04368
P43634	Q07732
Q07732	Q12411
P38871	Q07732
Q07786	Q07786
Q03406	Q12488
Q12457	O13329
Q12335	P25344
Q99288	Q99288
P43577	Q12497
Q03900	P40892
P46671	Q03944
Q03559	Q05518
Q12298	P25651
P53069	Q12156
P38962	P53108
Q04598	P35719
Q04491	Q03897
Q03900	P38861
Q04368	Q03981
P53917	Q03944
P40958	Q12449
P36120	Q12240
P35718	Q12508
Q05583	P38829
Q05635	Q12338
P89886	Q06681
Q04179	P25637
Q03375	P12962
P53189	Q03375
P43614	P32486
P43615	Q03406
P53176	P39552
P53087	Q06672
P32837	P53074
P53074	Q12412
