A0A0L6VRC9	PF13959	27349
A0A117E2R1	PF04037	5061
H2SVW2	PF01868	31033
A0A086T2C9	PF01553	857340
A0A0Q9YV04	PF01553	295108
A0A0U3AHE2	PF01883	669041
A0A177DWE4	PF09369	5599
A0A093Y450	PF10296	1437433
A0A061DBS2	PF04068	5866
W7JKT8	PF06747	1237627
K0KL70	PF12597	1206466
A0A094CL75	PF09811	1420910
X6D9W7	PF00034	1287252
A0A151W963	PF01008	39966
G8YCB3	PF01553	559304
A0A061DUU4	PF02453	3641
A0A176H283	PF01553	1822245
N4V8B9	PF00034	1213857
A0A0Q7TAT1	PF01883	1736462
G4UFJ5	PF11931	510952
G4M1V0	PF01553	6183
V4KFQ9	PF03909	72664
A0A015LDJ2	PF06102	1432141
F7IFE5	PF07571	9483
Q9XWD5	PF01008	6239
A0A0C5LMV4	PF00034	1609977
K3ZX73	PF03657	4555
A0A127MHP8	PF00034	1806885
W0SAW1	PF01553	1223802
J7RTK5	PF01868	1071378
W4UTI4	PF01255	1445607
A0A074WRJ7	PF03909	1043004
Q30R05	PF00034	326298
A0A0S7BGU2	PF09369	360412
A0A0C9N5S2	PF01008	91626
E9FU57	PF01883	6669
A0A194SCU2	PF10153	578459
E9FU51	PF01553	6669
A0A0C3ANQ5	PF05254	765440
G3RPP7	PF02020	9595
F9XL90	PF11861	336722
Q56X72	PF02453	3702
B1ZZ78	PF01883	452637
A0A0R0AA05	PF06127	676599
W4KNW5	PF12157	747525
B6Q604	PF11894	441960
G7KNK7	PF01883	3880
M4ABE5	PF13959	8083
A0A124I265	PF01553	1943
V7AVY9	PF03909	3885
A0A0A2WN84	PF01553	1300345
S9QW81	PF00034	1123237
A0A0Q9WS64	PF12157	7244
G7KNK8	PF01883	3880
A0A059LGY7	PF06102	1291522
K7SY33	PF01883	1224746
A0A0K1JB34	PF00034	198107
A0A147EIL2	PF01553	1420591
A6C286	PF00034	344747
I3LU88	PF01255	9823
J9HC91	PF09369	1200346
A0A059CJE1	PF01883	71139
M2YW21	PF01553	383855
A0A0R3P125	PF02453	46245
M7NJW5	PF01255	1235279
A0A059CEG5	PF12054	71139
A0A098SC78	PF00034	1524460
A0A0U3J894	PF01553	669041
A0A0Q6Z127	PF00034	1736436
A0A151WM42	PF01255	64791
D7LDX0	PF02453	81972
A0A0D2PKR3	PF03909	945553
A0A023BVL7	PF01553	1317122
M0S2F0	PF03909	214687
A0A0D8ZM86	PF01930	1618023
A0A0V1CSJ5	PF06102	45882
A0A0G0IM14	PF01255	1618583
W7CZF9	PF01255	1265861
V2RJ53	PF00034	1379858
H0EGA2	PF11935	1104152
D6WCR0	PF08585	7070
W7MNL9	PF04037	334819
M9XE28	PF01930	504728
U5D111	PF02020	13333
A0A0V1I3B6	PF12063	268475
E1IAD4	PF01930	765420
F8GKX7	PF00034	261292
F9UCD0	PF01553	768671
A0A099P5F0	PF04068	4909
A0A0M8N6L6	PF01008	150374
V4T002	PF01008	85681
A0A0L0D2Z7	PF04068	461836
A0A0B1PEL6	PF09324	52586
C6TJQ5	PF04502	3847
A0A0A0JK50	PF01553	1385521
A0A0T6BF31	PF01553	1629725
M0RU18	PF01553	214687
I0RLS7	PF01553	1150591
A0A183Q1G3	PF06102	31246
S6BDK4	PF00034	1245471
A0A0Q8QST6	PF00034	1736594
A0A059LNE0	PF06862	1291522
A0A059LNE5	PF01553	1291522
A0A137QH61	PF11935	1714833
H1SAJ1	PF01883	1127483
V6EZK9	PF00034	1430440
F0RWY6	PF01008	158189
M7ZBQ5	PF01255	4572
A0A094PMK3	PF01255	1504318
Q89P01	PF01883	224911
G5B5L9	PF03909	10181
T1HWT4	PF07571	13249
I0RLS9	PF01553	1150591
D2R8S9	PF00034	530564
A0A0B0NYW4	PF02020	29729
A0A176FFG2	PF01883	1822235
A6FWD1	PF00034	351016
A0A0R4J437	PF01255	3847
A0A0M9ESN3	PF02453	179993
I0RXG7	PF01930	1150591
W1Q715	PF04950	871575
K7KWK9	PF11894	3847
M5TU68	PF01553	1263870
A5UTE0	PF00034	357808
B8BRD1	PF01008	35128
A0A0G2EPE5	PF10363	420778
A0A094FYN9	PF11931	1420913
A9V7D1	PF09324	81824
B5HGE0	PF09369	457429
K7KWK4	PF01553	3847
A0A0L8HU36	PF06777	37653
Q0VN83	PF01553	393595
A9SMF6	PF11894	3218
G9P069	PF12842	452589
Q2HTJ3	PF11595	3880
B0DG35	PF04037	486041
E4UZC5	PF06102	535722
A0A0D9WQX8	PF13959	77586
C4LWF1	PF01008	5759
V4LJL4	PF01255	72664
Q9C9G6	PF01883	3702
A0A078AW49	PF01008	5949
B4WHX1	PF01008	91464
A0A0S4IND8	PF11861	75058
U7Q5W1	PF13959	1391915
E8UZY4	PF00034	401053
F6EFD7	PF01553	443218
A0A0A2KQ43	PF02475	40296
E8UZY8	PF00034	401053
A0A0W4ZS72	PF01553	1408657
A0A165IYY7	PF12842	1314781
K4MA58	PF01883	1094980
Q2GQR9	PF08585	306901
A0A067MJN4	PF01553	930990
A0A0D2S6A4	PF06025,PF14377,PF06012	29730
U5HE86	PF02020	683840
A0A0G1YM52	PF01553	1618860
U4L461	PF13959	1076935
A0A0S4Q8M0	PF01553	1079
I0HMX4	PF01553	983917
B7XKT8	PF00034	481877
A0A0U3EMZ6	PF01553	1768242
A0A135I5G3	PF00034	294935
A0A0M4G6M1	PF01255	1705566
K7G2F0	PF04502	13735
A0A0A1DIF9	PF01553	2045
A0A087W1X6	PF01553	6211
G7PL57	PF02020	9541
A0A0J7L5U1	PF04502	67767
B7XKT7	PF04068	481877
A0A101XAZ9	PF04068	1714250
A0A0X3W1E4	PF01008	1609100
J7S9N5	PF02475	1071383
W6Y8I0	PF06025,PF14377,PF06012	930089
A5PE21	PF01255	161528
A0A0C9WDQ3	PF12054	994086
E9HPX4	PF11894	6669
A0A0B1ZNK1	PF00034	1348853
W6Y8I8	PF01553	930089
Q1LKE7	PF00034	266264
G3UQ11	PF06916	9103
A8MR89	PF01883	3702
A0A0L0SED4	PF09324	578462
Q58DW8	PF01868	9913
A0A0S8J1Z5	PF01008	1703424
H7EJ28	PF01930	907348
I1LBH5	PF09324	3847
F9PNZ1	PF09369	944560
Q4N994	PF05620	5875
A0A0D1E216	PF01008	237631
A0A154VNE5	PF01883	580166
Q4N992	PF01553	5875
A0A172TNZ8	PF01008	1178515
A0A0L8QJ11	PF01553	67373
D6WIH7	PF09324	7070
A0A0K8L2F6	PF15375	91492
A0A0V1CZ44	PF01883	45882
A0A087XMU4	PF13959	48698
I0YM16	PF08585	574566
S8E0Y0	PF01553	192259
I0YM12	PF03909	574566
I1QGM2	PF02453	4538
A0A0D2GTF9	PF06127	1442369
A0A180GQC3	PF12842	630390
L5KX44	PF03909	9402
C5YGW1	PF03909	4558
A0A117MK79	PF01255	135947
D5A5E2	PF01883	696747
A0A0P1ANB6	PF01553	4781
W6MV44	PF09324	1382522
A0A154PPF3	PF10296	178035
B0UKU4	PF01255	426117
W0V1Q9	PF06127	1349767
Q4D6B2	PF01008	353153
D8T2U1	PF06777	88036
M5BQL0	PF06916	1108050
A0A0C9YHH8	PF02020	765257
V5F6Y7	PF11779	1356009
L0PF53	PF04502	1209962
A0A024VQU7	PF06842	1036724
F6UIL1	PF04502	9544
A6X509	PF00034	439375
A0A0V0VNL1	PF01008	181606
V4UJ79	PF02453	85681
A0A0C2FK58	PF13959	51022
A0A091FVL9	PF09324	55661
U6PSY0	PF11935	6289
J2U8E7	PF01553	1144318
A7ECS9	PF11861	665079
Q2HCT5	PF08538	306901
E4U7L9	PF01883	670487
E4U7L8	PF09369	670487
A3JSH1	PF01553	388401
A0A0S8F9W6	PF00034	1703358
R7G5Z9	PF01255	1263076
A0A166SVJ6	PF12842	436010
F3Z973	PF01883	355249
A0A0B3BRY7	PF00034	706570
A0A0J9UJX8	PF11865	426428
M4D1V1	PF11861	51351
F6YR28	PF11931	9483
A0A0C9Z707	PF09369	765257
W5MWS8	PF05700	7918
A0A010RFH2	PF08490	1445577
A0A0G2EK87	PF05700	158046
A0A154PEX0	PF09811	178035
D6DEU8	PF01930	717608
W6KSF3	PF01553	134006
M4SAJ4	PF00034	1129794
A0A0A0EDX1	PF01553	1461694
Q99Z42	PF01553	301447
S3BWR7	PF11865	1262450
A0A0P1BIR6	PF05620	401625
D8RXJ6	PF04037	88036
A0A0G2HI03	PF10153	420778
A0A0U4X3F2	PF06127	1763998
G7E0C5	PF06025,PF14377,PF06012	764103
A0A0F0KL52	PF01883	582680
A0A0K9PKK9	PF02453	29655
A0A194XWW4	PF12157	149040
E9F5K5	PF11779	655844
H0VMT0	PF12842	10141
A0A0T6B284	PF09745	1629725
I4YIF2	PF06747	671144
H2T2Q3	PF01008	31033
A0A067NYW9	PF01008	1137138
A0A0L0P3F9	PF08538	498019
H2T2Q2	PF01008	31033
J3NVZ5	PF08585	644352
A0A072UW73	PF06127	3880
F4PGT9	PF01008	1054147
I2H1F7	PF06127	1071380
E7Q250	PF03909	764102
C6PZB4	PF01553	536227
N4UQ91	PF09811	1229664
L7L7Y1	PF01553	1121927
Q2LXQ9	PF01553	56780
A0A0E0RHI9	PF01008	4529
D0GNJ2	PF01255	596323
A2DGJ8	PF13959	5722
B9D4R5	PF00034	553218
K4BKT9	PF13959	4081
A0A109IMR2	PF01883	291594
W2SN63	PF07571	51031
S3CRR6	PF01553	1116229
Q4SG99	PF00034	99883
B7KJL7	PF01553	65393
M7NX05	PF00034	1279009
A0A091QLY9	PF01553	54374
A6GMX4	PF06127	391597
C7H255	PF01553	411483
A0A0T6AS91	PF09369	1640515
A0A094CEB2	PF04037	1420907
I1C8B4	PF01553	246409
G7X9N3	PF01553	1033177
A0A0R0D9A0	PF01553	517011
A0A0T2KUH7	PF01255	1736570
A1CTQ2	PF14377	344612
F5YIN8	PF01553	545694
A0A059C3Q6	PF09324	71139
M4E9M2	PF04502	51351
A0A0G0S7T2	PF01930	1618996
I0JMP5	PF01255	866895
A0A0N1BNR4	PF01553	1523418
C3XUG6	PF01868	7739
V5FLV5	PF10296	1356009
I9W938	PF00034	795666
H0V786	PF01553	10141
A0A151NZD6	PF10363,PF10304	8496
D5UVB5	PF01883	521096
R7S5T4	PF04502	741275
A0A0B1Q934	PF01883	370622
A0A0D9UX41	PF13959	77586
A7HZ81	PF01553	402881
N1JCP7	PF10153	546991
A0A0F2QQ30	PF01883	1629720
G0RLE5	PF08354	431241
F1NPB3	PF09736	9031
G1N8U8	PF03657	9103
A0A093GJG1	PF08585	118200
A0A139IM95	PF11861	113226
A0A0S2DC48	PF01553	69
H0VKF2	PF14377	10141
A0A0G1TXD2	PF01883	1618445
A0A094AWC1	PF01930	1420906
A0A0Q4GCN5	PF01883	1735686
A0A166BB06	PF01008	79200
A0A022QEW6	PF13959	4155
F6T4C4	PF01008	8364
A0A016UT44	PF05620	53326
E3RKR9	PF08538	861557
R1DWL0	PF13959	2903
A6FW74	PF00034	351016
A0A0J7K316	PF12597	67767
B0JIY8	PF01553	449447
N4TLB4	PF09745	1229664
A0A143Q906	PF01255	1653478
A0A087AQX2	PF01553	78344
A0A0S1Y981	PF00034	1746199
M7X9C4	PF04502	1130832
L0K986	PF01930	748449
A0A0R3N5T6	PF00034	722472
A7RP70	PF00034	45351
H0EE95	PF12842	1104152
L7F734	PF01008	698760
C5LDT4	PF12842	423536
W7LE34	PF12066	334819
A0A0Y0MDP4	PF01553	412690
A0A0F4ZCC3	PF08226	72032
X6MIX7	PF04502	46433
A0A059EYL1	PF04068	1288291
X7F380	PF01883	1449351
H8XRK8	PF01553	1094466
A0A0Q7K758	PF01553	1736539
U6GXE1	PF06102	5801
G5AW22	PF02020	10181
A5DXF8	PF01553	379508
A0A022KZ96	PF01553	1249481
B4D103	PF01883	497964
W4XN41	PF12842	7668
G3SEJ0	PF13959	9595
A4FFQ7	PF01008	405948
A0A175YC51	PF12066	79200
V2XVX8	PF03909	1381753
A0A0S7WGE6	PF01883	1703423
A0A0H1B633	PF11894	1246674
Q7CKB9	PF00034	632
A0A0J1HJD3	PF01255	320778
A0A177WH81	PF12054	403673
H0XPH4	PF08585	30611
A9VCY1	PF13959	81824
M4CJB2	PF01883	51351
A0A161Y1D4	PF01883	1573173
E3LVA4	PF05620	31234
A0A0D2QJD9	PF09324	29730
H0XC70	PF11779	30611
A0A0L0FDZ5	PF08538	667725
A0A011Q813	PF00034	1454004
A0A0D2KS58	PF08538	1442371
V4WCY7	PF01883	85681
A0A0E0LTA1	PF02453	4537
B9QJM1	PF13959	432359
A0A0N8KR24	PF01008	1719120
U5L6R6	PF06127	1367477
K2JIE1	PF01883	1208323
A0A078GKB0	PF02453	3708
E9JCD5	PF10363	13686
S8BU76	PF01553	192259
C5FJI8	PF01008	554155
Q2YRP8	PF01255	359391
F7FCD1	PF02020	9483
H0A7C5	PF01553	1054213
C8PWX7	PF01553	553217
B8NXU1	PF02453	332952
A0A094HPV6	PF09736	1420915
A0A0Q8V5A0	PF01553	1736496
A0A094F563	PF12066	1420913
H1XUI2	PF09369	880073
A0A178DZZ2	PF06747	765867
A0A094EA92	PF03909	1420912
W1Q7V3	PF10296	871575
C8W2P4	PF01930	485916
B8BVP3	PF09736	35128
A0A167KMY3	PF06127	1330018
R4YJJ2	PF00034	698738
A0A061HM42	PF01553	1268274
A0A0Q3TU43	PF01553	1712028
A0A0K8PA79	PF01930	1678840
A0A024WD80	PF03909	1036725
R7YIH5	PF11779	1168221
A0A0V0X2T0	PF08351	92179
P04032	PF00034	882
A0A0D4BZY5	PF01883	1618207
A7AUN4	PF01553	5865
A0A0D0DY03	PF12842	930991
R8BTK8	PF02020	1286976
J3TGW5	PF01553	134287
A4XYH8	PF01553	399739
A0A091VM50	PF03909	128390
Q0CCM6	PF06862	341663
U5VTJ3	PF00034	1246995
A0A0C1P8B0	PF01255	1515610
A0A0A1NBE4	PF02453	58291
A0A0B1TK26	PF01553	61180
G3JE97	PF02453	983644
K0IHZ3	PF01930	1237085
C1MKV8	PF01883	564608
A0A0Q6KUM1	PF00034	1736346
Q2BLU6	PF00034	207954
A0A0D6ZZZ6	PF08226	1128425
A0A0V1N3L6	PF13959	268474
G7UUD9	PF01008	1045855
A0A0K0Y4L4	PF01255	1458307
G2DII2	PF01553	1051985
A0A101JE82	PF01883	68262
A0A0G2FH69	PF12063	1214573
A0A166JC72	PF13959	1314672
I9DNJ7	PF01553	1195246
A0A0E3YX51	PF01553	1637999
A0A0V0U8L3	PF04037	144512
A0A0D1XMK0	PF12519	253628
U7UBN8	PF01008	1111134
A0A150MCV1	PF09369	301148
C5YSD0	PF01008	4558
A0A0B2PCY0	PF01553	3848
M7TSR3	PF04068	1290391
A0A067JJE5	PF02453	180498
A0A010ZL03	PF01553	927661
A0A068S1J7	PF02020	1263082
C6XLT1	PF06127	582402
A0A026X1K1	PF06842	443821
F2UKZ0	PF01553	946362
A0A177RG70	PF00034	1799659
A0A078ITX2	PF06025,PF14377,PF06012	3708
A0A0A1NI78	PF01008	58291
A0A135VZM4	PF06777	1706445
A6LMH7	PF01255	391009
Q39Z27	PF00034	269799
A0A0B8T4K4	PF01553	1229276
R5PUB7	PF01553	1262966
R5DU53	PF01255	1262950
A0A072UEQ6	PF03909	3880
B2HS42	PF01883	216594
A0A0A0LUB7	PF08585	3659
A6R8T5	PF01553	339724
A0A087HMI6	PF08351	50452
U5GMX3	PF01883	3694
A0A0J0XJP2	PF12063	879819
A0A087HMI2	PF04950	50452
A0A0A2LDA1	PF04068	40296
H9J8L9	PF02453	7091
A0A178ELB5	PF01255	765867
A0A098DDX6	PF03909	229533
A0A164VI07	PF08354	1314777
R7LH66	PF01883	1262937
F7AFX2	PF12597	13616
A0A0V1CCP5	PF08490	45882
H8ZB01	PF05620	944018
L2GB73	PF04502	1213859
F7NFS4	PF00034	1009370
L2GB71	PF06127	1213859
A0A142HC43	PF00034	1484116
F9YVI2	PF01883	860228
A0A0P1GLN9	PF01553	340021
H1V6X0	PF06862	759273
Q89M50	PF01883	224911
W0SN17	PF00034	1223802
A0A154P5I8	PF04068	178035
A0A0B7IW73	PF00034	1581680
A0A0J9WGC2	PF11935	426428
A0A094J415	PF01553	1541960
F0YZG3	PF01553	556261
A0A072TWK2	PF01008	3880
F4PUX4	PF06012	1054147
A0A0K6FKS5	PF06747	456999
A0A0G4EJ03	PF04502	1169540
A0A139HRC9	PF01553	321146
C7MH35	PF01553	446465
G1WCS9	PF01883	702438
W3WSK9	PF08226	1229662
A0A136H6L9	PF01553	1795871
G1WCS0	PF01553	702438
A0A165Q430	PF01553	1314783
A8LSB7	PF01883	398580
A0A0P7AVQ2	PF01930	78410
R4X9G3	PF01883	1097556
V8D425	PF01553	1313067
A0A0D2AY45	PF01883	253628
Q8XWU1	PF01883	267608
E4Y196	PF13959	34765
I1GWL6	PF12066	15368
W4Y0P9	PF08351	7668
F1QMF2	PF06916	7955
A0A024TIK6	PF11865	157072
M3IRH1	PF01008	1245528
A0A090XFT5	PF01883	44252
A0A165M852	PF09811	1314781
A0A024TH87	PF11865	157072
A0A099VBR9	PF01553	1548150
T0HQM8	PF00034	1096930
A0A087BEC6	PF01883	1692
W1QEU8	PF01008	871575
A0A098VUK4	PF06777	1485682
A0A0T5ZTE6	PF01883	1640508
V4XIY7	PF09369	1412873
I4YSP8	PF00034	864069
A0A165Y9J7	PF01008	1314776
A1SDM8	PF09369	196162
E4TR42	PF00034	643867
A5DD78	PF11894	294746
F4Q3F7	PF03657	1054147
D5XFM2	PF01553	635013
K2I5T1	PF00034	1231392
A0A094H2R6	PF07571	1420914
V5EWS4	PF12066	1365824
I4YB10	PF01553	671144
C1FJ86	PF09811	296587
A0A0R0E123	PF01008	659018
F6X4A3	PF09324	9796
H0YUE6	PF09811	59729
G7Q2T3	PF06025,PF14377,PF06012	9541
A0A0R3X4L7	PF02020	6205
S3XK32	PF00034	883165
A0A0F0K8X0	PF00034	582680
G7XJ47	PF09736	1033177
G5BLR3	PF02020	10181
A0A0L0SBA5	PF13959	578462
H2PKT6	PF01553	9601
A0A0C2QBJ0	PF01883	1245935
Q4DR44	PF09736	353153
Q7MR70	PF01930	273121
B4HRB5	PF03909	7238
I1LMU5	PF13959	3847
B1MEK2	PF01553	561007
E9D2P7	PF11894	443226
D2QVQ9	PF00034	504472
A0A0N5BGV6	PF04502	174720
B8PKJ4	PF01008	561896
G3NY07	PF06842	69293
L0GXC6	PF00034	765912
A0A068SCB2	PF11931	1263082
A0A109FGC6	PF08538	1305733
M2RN57	PF02453	665912
A0A0G2JWH4	PF01553	10116
A0A0Q8F7V4	PF00034	1736576
R1EW24	PF09369	2903
W5B3S8	PF09324	4565
H1W1V6	PF13959	759273
F0XEH7	PF04068	655863
A0A109FGC9	PF09811	1305733
A0A0L0UR65	PF09811	1165861
N1JA49	PF06747	546991
